"X1","specimen_number","taxon name","collector","coll_number_prefix","coll_number","coll_number_suffix","collection_date","late_collection_date","verbatim_date","county","elevation","locality","latitude","longitude","datum","source","error_distance","units","citation","doy","new_error_distance"
280,"SDSU6088","Nemophila menziesii","F. Youngberg",NA,NA,NA,"5/1/1934","5/1/1934",1934-05-01,"San Bernardino",NA,"""Dry shore, E side big bear Lake, San Bernardino Mts.""",34.264,-116.8662,"WGS84","GoogleMaps via BerkeleyMapper (copied from SD1481)",2.926,"km","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",121,2.926
281,"SDSU6137","Nemophila menziesii","J. Godsil",NA,151,NA,"4/1/1952","4/1/1952",1952-04-01,"Los Angeles","1036 m","Azusa Canyon. Angeles Natl. Forest near Coldstream Guard Station.",34.291484,-117.840418,"WGS84","GoogleEarth (copied from SDSU7866)",300,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",92,0.3
282,"SEINET10697901","Nemophila menziesii","""John R. Stone, Sharon A. Bodine""","Stone",2988,NA,"4/14/2000","4/14/2000",2000-04-14,"Monterey","60m","""Ford Ord. Off Jack's Road near Mudhen Lake. East end of Eucalytpus Road. Woodlands, moist slopes.""",36.62777,-121.72972,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",105,NA
283,"SEINET3091596","Nemophila menziesii","J. Harry Lehr",NA,1240,NA,"5/28/1974","5/28/1974",1974-05-28,"San Bernardino",NA,"Rd. between Running Springs & Lake Arrowhead.",34.203,-117.09074,"not recorded","georef batch tool 2013-08-14",50000,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",148,50
284,"SEINET3091664","Nemophila menziesii","Norman C. Cooper",NA,2262,NA,"5/5/1945","5/5/1945",1945-05-05,"Riverside","914m","San Gorgonio Mountains above Banning.",34.087216,-116.835735,"not recorded","georef batch tool 2013-09-04; GeoLocate",10000,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",125,10
285,"SEINET3156489","Nemophila menziesii","H. P. Chandler",NA,6076,NA,"4/17/1906","4/17/1906",1906-04-17,"Alameda",NA,"Hills near Berkeley",37.8931,-122.2717,"WGS84","""Baldwin et al. (2017), Master spatial file""",2.5,"km","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",107,2.5
286,"SEINET4080335","Nemophila menziesii","R. Moran",NA,681,NA,"1/1/1941","12/31/1941",1941-03-06,"Los Angeles","300m","""Middle Ranch Canyon, Santa Catalina Island.""",33.3842,-118.3842,"NAD27","""Baldwin et al. (2017), Master spatial file""",1,"km","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",65,1
287,"SEINET5791646","Nemophila menziesii","Marcus E. Jones",NA,3037,NA,"1882-01-01","1882-12-31",1882-02-27,"Los Angeles",NA,"""Pasadena, California""",34.147785,-118.144516,NA,"georef batch tool 2016-05-19; GeoLocate",9980,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",58,9.98
288,"SEINET7063686","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/16/1947","4/16/1947",1947-04-16,"San Luis Obispo","241m","""An open weedy grassland. About 15.6 miles east of Arroyo Grande on the Huasna Road. UTM Zone 10, 741103mE, 3892235mN. (WGS84/NAD83).""",35.1441,-120.3535,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",106,NA
289,"SEINET7067240","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"5/13/1947","5/13/1947",1947-05-13,"Sonoma",NA,"Bodega Head. Coordinate datum: NAD27.",38.3111,-123.065,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",133,NA
290,"SEINET7067555","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"6/13/1947","6/13/1947",1947-06-13,"Riverside",NA,"About 5.2 miles northeast of De Luz in Sandia Canyon. Coordinate datum: NAD27.",33.4886,-117.2544,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",164,NA
291,"SEINET7072453","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/21/1963","4/21/1963",1963-04-21,"Santa Barbara",NA,"Weedy area just south of Vandenburg Air Force Base. San Antonio Valley. Coordinate datum: NAD27.",34.7688,-120.5109,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",111,NA
292,"SEINET7072858","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"5/20/1963","5/20/1963",1963-05-20,"San Diego",NA,"""North of Julian on Volcan Road. Coordinate datum: WGS84/NAD83. (33? deg. 6' 42"""" North Latitude, -116? deg. 36' 5"""" West Longitude, Coordinate datum: NAD27.).""",33.1117,-116.602,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",140,NA
293,"SEINET7073387","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/23/1963","4/23/1963",1963-04-23,"Riverside",NA,"About 0.6 mile up Railroad Canyon Road southeast of Lake Elsinore. Coordinate datum: NAD27.",33.6637,-117.2864,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",113,NA
294,"SEINET7073396","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/23/1963","4/23/1963",1963-04-23,"Riverside",NA,"About 1.6 mile up the Railroad Canyon Road southeast of Lake Elsinore. Coordinate datum: NAD27.",33.6641,-117.2692,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",113,NA
295,"SEINET7096613","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/26/1947","4/26/1947",1947-04-26,"Tuolumne",NA,"""South Base of Table Mountain. NAD27, 37? deg. 58' 59ao, -120? deg. 26' 0ao (converted to WGS84 decimal degrees). UTM Zone 10, 725425mE, 4206841mN""",37.98297,-120.43433,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",116,NA
296,"SEINET7096614","Nemophila menziesii","A. G. Vestal","s.n.",NA,NA,"4/26/1947","4/26/1947",1947-04-26,"Tuolumne",NA,"""South Base of Table Mountain. NAD27, 37? deg. 58' 59ao, -120? deg. 26' 0ao (converted to WGS84 decimal degrees). UTM Zone 10, 725425mE, 4206841mN""",37.98297,-120.43433,"not recorded",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",116,NA
297,"SFV11583","Nemophila menziesii","M. L. Vincent",NA,608,NA,"4/11/1965","4/11/1965",1965-04-11,"Placer","20 m","1 mile north of Marysville on Highway 99E. Roadside.",39.18,-121.63,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",101,NA
298,"SFV12280","Nemophila menziesii","L. Chang",NA,3,NA,"3/19/1965","3/19/1965",1965-03-19,"Napa","150 m","""Field besied Dollarhide Road, about 3-4 miles east of Pope Valley.""",38.63,-122.35,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",78,NA
299,"SFV12282","Nemophila menziesii","G. D. Ames",NA,89,NA,"4/8/1962","4/8/1962",1962-04-08,"Butte",NA,"""Lave outcropping on Table Mountain, north of Oroville.""",39.6,-121.5,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",98,NA
300,"SFV16101","Nemophila menziesii","J. M. Kneitel",NA,22,NA,"4/9/1995","4/9/1995",1995-04-09,"Los Angeles","915 m","""San Gabriel Mountains Angeles Forest Highway, 3.5 miles north of junction with Angeles Crest Highway. 100 m off highway.""",34.2952,-118.166,"WGS84","""Baldwin et al. (2017), Master spatial file""",800,"meters","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",99,0.8
301,"SFV16182","Nemophila menziesii","P. W. Byrne",NA,6,NA,"4/30/1995","4/30/1995",1995-04-30,"Kern","1400 m","""Ventura Mountains Southeast of Maricopa on Cerro Noroeste Road, 9.7 miles southeast of CA Highway 33.""",34.89,-119.36,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",120,NA
302,"SFV16183","Nemophila menziesii","J. M. Albert",NA,6,NA,"3/26/1995","3/26/1995",1995-03-26,"San Luis Obispo","800 m","""Carrizo Plain Carrizo Plain Natural Area. On ridge west of Soda Lake, about 5 miles north of Painted Rock.""",35.19,-119.91,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",85,NA
303,"SFV17465","Nemophila menziesii","P. M. Schiffman",NA,NA,"s. n.","6/12/1998","6/12/1998",1998-06-12,"Kern","1300 m","Ventura Mountains Roadcut adjacent to Cerro Noroeste Road a few miles from Bitter Creek National Wildlife Refuge.",34.91,-119.4,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",163,NA
304,"SFV18486","Nemophila menziesii","J. Hall",NA,22,NA,"3/17/2002","3/17/2002",2002-03-17,"Lake","460 m","Highland Springs Dam. Dry hillside above reservoir on northeast side of road.",38.94,-122.91,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",76,NA
305,"SFV2984","Nemophila menziesii","K. A. Wilson",NA,1257,NA,"3/25/1962","3/25/1962",1962-03-25,"Los Angeles","610 m","""San Gabriel Mountains Soledad Canyon. Small, burnt over canyon west of Bee Canyon, north of River's End Ranch.""",34.44,-118.37,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",84,NA
306,"SFV2985","Nemophila menziesii","P. G. Kilburn",NA,707,NA,"4/11/1958","4/11/1958",1958-04-11,"Los Angeles","945 m","""Santa Susana Mountains Oat Mountain, north slope ravine. Roadside.""",34.32,-118.57,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",101,NA
307,"SFV2988","Nemophila menziesii","M. L. Vincent",NA,117,NA,"5/20/1961","5/20/1961",1961-05-20,"Los Angeles","245 m","""Santa Monica Mountains Old Topanga Canyon Road, 0.5 miles west of New Topanga Canyon Road, south of highway.""",34.09,-118.61,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",140,NA
308,"SFV2989","Nemophila menziesii","L. B. Hendrix",NA,1,NA,"3/24/1962","3/24/1962",1962-03-24,"Sacramento","38 m","""CA Highway 16 at Eagle's Nest Road, southeast of Sacramento.""",38.51,-121.26,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",83,NA
309,"SFV5408","Nemophila menziesii","""J. Turner, F. M. Ball, C. Blake""",NA,NA,"s. n.","6/2/1962","6/2/1962",1962-06-02,"Los Angeles","793 m","San Gabriel Mountains Roadside along Route 2 (Angeles Crest Highway) about 5 miles north of La Canada.",34.25,-118.19,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",153,NA
310,"SFV6664","Nemophila menziesii","""T. Gordon, K. A. Wilson, J. Cicero""",NA,223,NA,"5/24/1974","5/24/1974",1974-05-24,"Los Angeles","660 m","San Gabriel Mountains Gold Creek Canyon. Side canyon of Little Tujunga Canyon. Watts Ranch.",34.32,-118.31,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",144,NA
311,"SFV8490","Nemophila menziesii","S. Randall",NA,13,NA,"4/13/1974","4/13/1974",1974-04-13,"Napa","207 m","""1 air mile southwest of Pope Valley, just west of Chiles-Pope Valley Road.""",38.61,-122.41,"NAD27",NA,NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",103,NA
312,"UC1019584","Nemophila menziesii","Ira L. Wiggins",NA,2007,NA,"3/19/1926","3/19/1926",1926-03-19,"San Diego",NA,"near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert",33.1125,-116.523,"not recorded","SD_georef (mak)",1,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",78,1.60934
313,"UC1019605","Nemophila menziesii","Ira L. Wiggins",NA,2007,NA,"3/19/1926","3/19/1926",1926-03-19,"San Diego",NA,"near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert",33.1125,-116.523,"not recorded","SD_georef (mak)",1,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",78,1.60934
314,"UC1021935","Nemophila menziesii","Rolf Y. Berg",NA,NA,NA,"4/24/1955","4/24/1955",1955-04-24,"Fresno","914 m","Highway 180 above Clingan's junction; above Clingan's junction",36.75444,-119.16944,"not recorded","""Biogeomancer, inferred""",NA,NA,"Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",114,NA
315,"UC1039812","Nemophila menziesii","J. R. Fisher",NA,31,NA,"4/16/1956","4/16/1956",1956-04-16,"Fresno","396 m","""e side Kerckhoff Lake; Sierra National Forest, Quad. 89-D1, e side Kerckhoff Lake""",37.1484,-119.5052,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",107,0.80467
316,"UC1057474","Nemophila menziesii","G. Thomas Robbins",NA,289,NA,"3/21/1940","3/21/1940",1940-03-21,"Sonoma","91 m","2-3 mi se Windsor (Pleasant Avenue Road and Chalk Hill Road); se of Windsor",38.540382,-122.77343,"not recorded","Terrain Navigator",0.212,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",81,0.34118008
317,"UC1069166","Nemophila menziesii","J. A. Rutter",NA,158,NA,"4/24/1935","4/24/1935",1935-04-24,"Calaveras",NA,"""3 1/2 mi sw Hodson; Copperopolis Quad., sw of Hodson""",37.96648,-120.713326,"not recorded","Terrain Navigator 5.03 1:24000",0.739,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",114,1.18930226
318,"UC1069167","Nemophila menziesii","F. W. Embree",NA,8,NA,"3/21/1934","3/21/1934",1934-03-21,"Sutter",NA,"1 mi n West Butte; Marysville Buttes Quadrangle",39.2444,-121.846,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",80,0.80467
319,"UC1069169","Nemophila menziesii","T. M. Hendrix",NA,743,NA,"2/1/1938","2/1/1938",1938-02-01,"Santa Clara",NA,"""1.4 mi n Mt. Sizer; Morgan Hill Quad., n of Mt. Sizer""",37.2384,-121.5034,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",32,0.80467
320,"UC1069170","Nemophila menziesii","H. Lee",NA,101,NA,"3/21/1935","3/21/1935",1935-03-21,"San Bernardino",NA,"""2 mi w Hesperia; Hesperia Quad., w of Hesperia""",34.4173,-117.3205,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",80,0.80467
321,"UC1069171","Nemophila menziesii","G. T. Nordstrom",NA,358,NA,"3/4/1935","3/4/1935",1935-03-04,"Kern",NA,"""near mouth of Grapevine Tejon Quad., San Joaquin Valley, nr Grapevine (San Joaquin V)""",34.9798,-118.8973,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",63,0.80467
322,"UC1069173","Nemophila menziesii","A. D. Gifford",NA,515,NA,"3/27/1935","3/27/1935",1935-03-27,"Los Angeles",NA,"""2 3/4 mi nne Sawmill Peak; Tejon Quad., nne of Sawmill Peak""",34.7257,-118.5443,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",86,0.80467
323,"UC1069174","Nemophila menziesii","E. Armstrong",NA,1107,NA,"4/1/1934","4/1/1934",1934-04-01,"Ventura",NA,"""5 mi nw Ozena; Mt. Pinos Quad., nw of Ozena""",34.757,-119.4104,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",91,0.80467
324,"UC1069175","Nemophila menziesii","N. French",NA,757,NA,"3/20/1936","3/20/1936",1936-03-20,"Santa Barbara",NA,"""2 1/2 mi sw Spanish Ranch; McKittrick Quad., Santa Barbara Natl Forest, sw Spanish Ranc""",35.0238,-120.0327,"not recorded","trs2LL",3,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",80,4.82802
325,"UC1069177","Nemophila menziesii","G. T. Nordstrom",NA,762,NA,"4/27/1936","4/27/1936",1936-04-27,"Amador",NA,"""1/2 mi sw Sugar Loaf; Jackson Quad., sw of Sugar Loaf""",38.4456,-120.8816,"not recorded","trs2LL",0.5,"miles","Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/)",118,0.80467
