X1,specimen_number,taxon name,collector,coll_number_prefix,coll_number,coll_number_suffix,collection_date,late_collection_date,verbatim_date,county,elevation,locality,latitude,longitude,datum,source,error_distance,units,citation,doy,new_error_distance_m
431,UC67147,Nemophila menziesii,Harley P. Chandler,NA,595,NA,3/23/1900,3/23/1900,3/23/1900,Contra Costa,NA,"""Briones Hills San Francisco Bay Region, Briones Hills""",37.94306,-122.14556,not recorded,Biogeomancer,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),82,NA
432,UC67148,Nemophila menziesii,Harley P. Chandler,NA,970,NA,4/5/1901,4/5/1901,4/5/1901,Contra Costa,NA,Mt. Diablo,37.88178,-121.91309,not recorded,"""Terrain Navigator Pro 1:24,000""",3.364,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),95,5413.81976
433,UC67149,Nemophila menziesii,Harley P. Chandler,NA,816,NA,3/16/1901,3/16/1901,3/16/1901,San Francisco,NA,"""Lake Merced San Francisco Bay Region, Lake Merced""",37.7198,-122.49132,not recorded,"""Terrain Navigator 1:24,0000""",1.526,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),75,2455.85284
434,UC691704,Nemophila menziesii,Mary L. Bowerman,NA,557,NA,3/8/1931,3/8/1931,3/8/1931,Contra Costa,304 m,"""Mitchell Canyon , Mitchell Canyon (Mount Diablo)""",37.94111,-121.93472,not recorded,"""Biogeomancer, inferred""",NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),67,NA
435,UC700305,Nemophila menziesii,G. Thomas Robbins,NA,1064,NA,5/2/1943,5/2/1943,5/2/1943,El Dorado,914 m,"""ca 3 mi e Camino (along North Fork Webber Creek); North Fork Webber Creek, e of Camino""",38.74626,-120.622345,not recorded,"""Terrain Navigator v 5.03 USGS 1:24,000""",1.108,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),122,1783.14872
436,UC702011,Nemophila menziesii,Frank W. Gould,NA,2127,NA,4/17/1943,4/17/1943,4/17/1943,Riverside,NA,on road to Elsinore 12 mi s Corona; s of Corona,33.7415,-117.4298,not recorded,New Biogeomancer (copied from RSA60832),755,meters,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),107,755
437,UC747507,Nemophila menziesii,G. Thomas Robbins,NA,1064,NA,5/2/1943,5/2/1943,5/2/1943,El Dorado,914 m,"""ca 3 mi e Camino (along North Fork Webber Creek); North Fork Webber Creek, e of Camino""",38.74626,-120.622345,not recorded,"""Terrain Navigator v 5.03 USGS 1:24,000""",1.108,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),122,1783.14872
438,UC765438,Nemophila menziesii,R. F. Hoover,NA,224,NA,2/9/1935,2/9/1935,2/9/1935,Madera,NA,8 mi w Chowchilla; w of Chowchilla,37.118904,-120.409256,not recorded,Terrain Navigator 5.03 USGS 1:24000,6.988,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),40,11246.06792
439,UC767670,Nemophila menziesii,R. F. Hoover,NA,2868,NA,3/19/1938,3/19/1938,3/19/1938,San Joaquin,NA,"""1 mi n Corral Hollow (near Alameda Co. line, San Joaquin); n of Corral Hollow""",37.65059,-121.55563,not recorded,Terrain Navigator 5.03 USGS 1:24000,2.408,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),78,3875.29072
440,UC767673,Nemophila menziesii,R. F. Hoover,NA,3524,NA,5/29/1938,5/29/1938,5/29/1938,Madera,NA,Coarsegold,37.26346,-119.693054,not recorded,Terrain Navigator 5.03 USGS 1:24000,0.508,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),149,817.54472
441,UC880870,Nemophila menziesii,Lewis S. Rose,NA,38174,NA,4/19/1938,4/19/1938,4/19/1938,San Benito,487 m,"""8 mi s Panoche (Griswold Canyon); , s of Panoche""",36.50766,-120.82507,not recorded,Terrain Navigator 5.03 1:24000,1.108,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),109,1783.14872
442,UC880892,Nemophila menziesii,Lewis S. Rose,NA,41029,NA,3/13/1941,3/13/1941,3/13/1941,Contra Costa,30 m,3 mi w Byron; w of Byron,37.86721,-121.69183,not recorded,Biogeomancer,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),72,NA
443,UC880909,Nemophila menziesii,K. Watkins and E. McClintock,NA,NA,NA,4/9/1937,4/9/1937,4/9/1937,Riverside,NA,Riverside-Hemet Road near Winchester turnoff; Riverside-Hemet Road,33.74,-117.0847,not recorded,BerkeleyMapper,5000,meters,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),99,5000
444,UC880912,Nemophila menziesii,L. R. Abrams,NA,10055,NA,4/1/1923,4/1/1923,4/1/1923,Tuolumne,NA,1 mi w Keystone; w of Keystone,37.83528,-120.52496,not recorded,Biogeomancer,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),91,NA
445,UC880915,Nemophila menziesii,Alice Eastwood,NA,2593,NA,4/9/1913,4/9/1913,4/9/1913,San Diego,NA,Warner's Hot Springs,33.2842,-116.63113,not recorded,SD_georef (mak),1.5,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),99,2414.01
446,UC880916,Nemophila menziesii,Alice Eastwood,NA,6843,NA,5/1/1915,5/1/1915,5/1/2015,Sonoma,NA,Mt. St. Helena,38.6649,-122.6265,WGS84,"""Baldwin et al. (2017), Master spatial file""",3.25,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),121,3250
447,UC880920,Nemophila menziesii,Alice Eastwood,NA,2502,NA,3/16/1913,3/16/1913,3/16/1913,Marin,NA,Mt. Tamalpais,37.9273,-122.59169,not recorded,Terrain Navigator 5.03 USGS 1:24000,1.808,miles,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),75,2909.68672
448,UCD120075,Nemophila menziesii,G. D. Ames,NA,89,NA,4/8/1962,4/8/1962,4/8/1962,Butte,NA,"""On Table Mountain, north of Oroville.""",39.598253,-121.557489,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),98,NA
449,UCD120077,Nemophila menziesii,A. A. Beetle,NA,4181,NA,2/15/1945,2/15/1945,2/15/1945,Yolo,NA,"""Putah Creek Canyon, west of Winters.""",38.5017,-122.02626,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),46,NA
450,UCD120079,Nemophila menziesii,Rolf Y. Berg,NA,8046,NA,3/26/1964,3/26/1964,3/26/1964,San Bernardino,NA,Dry Morongo Valley.,34.0457,-116.6202,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),86,NA
451,UCD120083,Nemophila menziesii,Beecher Crampton,NA,9488,NA,5/2/1977,5/2/1977,5/2/1977,Mendocino,NA,"""3/4 mile n.w. Cleone, north of Fort Bragg.""",39.5007,-123.7893,WGS84,"""Baldwin et al. (2017), Master spatial file""",500,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),122,500
452,UCD120212,Nemophila menziesii,Lynn Gould,NA,11,NA,3/24/1962,3/24/1962,3/24/1962,Placer,NA,6 miles west of Roseville.,38.729444,-121.397222,NAD27,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),83,NA
453,UCD120214,Nemophila menziesii,"""G. F. Hrusa, S. Larson""",NA,12063,NA,4/10/1995,4/10/1995,4/10/1995,Napa,175 m,Along Chiles Valley/Pope Valley Rd. approx. 2 m. S of Pope Canyon Rd. intersection. North Coast Biodiversity Arena.,38.616667,-122.383333,NULL,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),100,NA
454,UCD120217,Nemophila menziesii,Geoffrey Levin,NA,491,NA,4/26/1975,4/26/1975,4/26/1975,Riverside,335 m,Mayhew Canyon 1.5 mi. southeast of Glen Ivy on Highway 71.,33.7627,-117.4655,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),116,NA
455,UCD120222,Nemophila menziesii,L. M. Newlon,NA,467,NA,4/7/1922,4/7/1922,4/7/1922,San Bernardino,NA,"""Three miles southwest of Hesperia, Mojave Desert.""",34.37064,-117.31236,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),97,NA
456,UCD120223,Nemophila menziesii,Gordon Pilone,NA,120,NA,3/24/1961,3/24/1961,3/24/1961,San Bernardino,762 m,Barett Canyon one mile north of Ranger Station in San Antonio Canyon on Old Road. San Bernardino Mt. Range.,34.193742,-117.676792,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),83,NA
457,UCD120224,Nemophila menziesii,R. N. Raynor,s.n.,NA,NA,4/2/1933,4/2/1933,4/2/1933,Riverside,NA,Box Springs Hills.,33.98152,-117.29485,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),92,NA
458,UCD120228,Nemophila menziesii,Clifton F. Smith,NA,1200,NA,4/7/1945,4/7/1945,4/7/1945,Santa Barbara,304 m,"""Woodland of Rattlesnake Canyon, Santa Barbara.""",34.4575,-119.6915,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),97,NA
459,UCD120229,Nemophila menziesii,Clifton F. Smith,NA,2569,NA,3/18/1950,3/18/1950,3/18/1950,Kern,NA,"""Along Soda Lake Road to Carrizo Plain, about 0.8 mile off Highway 399. Near San Luis Obispo County line.""",34.9712,-119.4556,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),77,NA
460,UCD120230,Nemophila menziesii,"""Debbie Stamp, Patty P., Joanne S., Cathy R., Cathy M.""",NA,15,NA,4/19/1980,4/19/1980,4/19/1980,Lake,NA,"""Coldsprings Campground, along access road to Indian Valley Dam. In lower part of campground.""",39.1,-122.495556,NAD83,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),110,NA
461,UCD120233,Nemophila menziesii,M. Vincent,NA,608,NA,4/11/1965,4/11/1965,4/11/1965,Placer,NA,1 mile N. of Marysville on Hwy. 99 E.,39.156849,-121.635633,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),101,NA
462,UCD120237,Nemophila menziesii,G. L. Webster,NA,7494,NA,3/23/1967,3/23/1967,3/23/1967,Napa,167 m,c. 1 mi S of Spanish Flat.,38.52235,-122.21685,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),82,NA
463,UCD140571,Nemophila menziesii,"""Ellen Dean, T and M Starbuck, Davis Botanical Society""",NA,7613,NA,4/6/2013,4/6/2013,4/6/2013,Sutter,271 m,Sutter County; Sutter Buttes. Dean Ranch. South of North Butte. Western slope of Sunrise Ridge.,39.228333,-121.776667,NAD83,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),96,NA
464,UCD149685,Nemophila menziesii,"""Stephen P. Rae, Ayzik Solomeshch""",s.n.,NA,NA,4/25/2006,4/25/2006,4/25/2006,Napa,526 m,"""Howell Mountain Plateau, about 1 km west of Angwin. McCrane property. Vineyard conversion.""",38.578333,-122.460556,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),115,NA
465,UCD158890,Nemophila menziesii,James A. Neilson Jr.,NA,3121,NA,4/15/1975,4/15/1975,4/15/1975,Lake,853 m,"""Mayacmas Mountains, Francisco Property. High Valley Creek. (Elevation estimated using Google Earth by label maker.)""",38.830833,-122.768889,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),105,NA
466,UCD159735,Nemophila menziesii,"""James A. Neilson Jr., Teresa A. Sholars""",NA,3079,NA,3/26/1975,3/26/1975,3/26/1975,Lake,579 m,"""Mayacmas Mountains, Childers Peak area. Barceloux Ranch, east of Big Canyon Road. (Elevation estimated using Google Earth by label maker.)""",38.840278,-122.627222,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),85,NA
467,UCD160137,Nemophila menziesii,James A. Neilson Jr.,NA,3009,NA,3/27/1974,3/27/1974,3/27/1974,Sonoma,426 m,Mayacmas Mountains. The Geysers. Site A-8. (Elevation estimated using Google Earth by label maker.),38.799444,-122.830833,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),86,NA
468,UCD160445,Nemophila menziesii,James A. Neilson Jr.,NA,3179,NA,5/22/1975,5/22/1975,5/22/1975,Lake,792 m,"""Mayacmas Mountains, Francisco Property. High Valley Creek. (Coordinates, location, and elevation estimated by label maker.)""",38.838333,-122.769722,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),142,NA
469,UCD162873,Nemophila menziesii,Jack Major,NA,2,NA,4/7/1954,4/7/1954,4/7/1954,Mendocino,240 m,"""Hopland, Hopland Field Station, in pasture northwest of station headquarters. (Exact location unknown. Coordinates estimated by label maker).""",39.003333,-123.0875,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),97,NA
470,UCD35998,Nemophila menziesii,Beecher Crampton,NA,428,NA,4/24/1949,4/24/1949,4/24/1949,Tuolumne,304 m,"""Tuolumne County, Columbia, sloping towards Vallecito, at Stanislaus River.""",38.038573,-120.456538,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
471,UCD56723,Nemophila menziesii,"""Ellen Dean, M. Bibbo""",NA,3415,NA,3/23/2007,3/23/2007,3/23/2007,Yolo,703 m,"""Tuleyome Ireland Ranch. In inner coast range northwest of the City of Winters between Salt Creek and Enos Creek, just north of Wild Cow Mountain. SW portion of ranch.""",38.588833,-122.124167,NAD83,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),82,NA
472,UCD78281,Nemophila menziesii,"""Ellen Dean, T. Starbuck and M. Starbuck""",NA,4626,NA,3/25/2008,3/25/2008,3/25/2008,San Luis Obispo,591 m,San Luis Obispo Co.: North of Carrizo Plain National Monument. Along Soda Lake Road between College and Belmont Streets.,35.307282,-119.986231,NAD83,"""Baldwin et al. (2017), Master spatial file""",1,km,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),85,1000
473,UCD82053,Nemophila menziesii,Robin McMaster,NA,69,NA,4/22/1972,4/22/1972,4/22/1972,Napa,NA,Pope Valley.,38.6151,-122.4282,WGS84,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),113,NA
474,UCD83901,Nemophila menziesii,"""Ellen Dean, G. Harrington, C. Thomsen, J. Alderson, M. Bibbo""",NA,5927,NA,4/24/2010,4/24/2010,4/24/2010,Lake,330 m,"""BLM Cache Creek Wilderness. NE part of Wilderness just west of confluence of Cache and Rocky Creeks, top ridge of peninsula that juts out into Cache Creek.""",38.984444,-122.480833,NAD 83,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
475,UCD89680,Nemophila menziesii,Kara Moore,s.n.,NA,NA,4/24/2006,4/24/2006,4/24/2006,Yolo,466 m,"""McLaughlin Reserve; Davis Creek Reservoir, Hobbit Hill.""",38.8625,-122.358639,NULL,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),114,NA
476,UCR107894,Nemophila menziesii,G. F. Pratt,s.n.,NA,NA,3/8/1997,3/8/1997,3/8/1997,Riverside,915 m,"""Box Springs Mtns, S-facing slopes near highest peak, right around radio towers.""",33.96,-117.28333,not recorded,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),67,NA
477,UCR112346,Nemophila menziesii,"""A. C. Sanders, D. Malueg, K. D. Jones""",NA,21797,NA,5/12/1998,5/12/1998,5/12/1998,San Bernardino,1250 m,"""Mojave Desert, Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), c. 1 mi. west of I-15 and north of Cajon Summit""",34.37472,-117.45,not recorded,Collector GeoRef,NA,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),132,NA
478,UCR113165,Nemophila menziesii,A. C. Sanders,NA,21683,NA,3/11/1998,3/11/1998,3/11/1998,Riverside,610 m,"""Shipley/Skinner Reserve area, North Domenigoni Hills, north of Diamond Valley, near old mine site above San Jacinto Valley, south of end of Warren Rd. """,33.69167,-117.03333,not recorded,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),70,NA
479,UCR116909,Nemophila menziesii,"""A. C. Sanders, Mitch Provance, T. B. Salvato""",NA,23964,NA,4/6/2001,4/6/2001,4/6/2001,Riverside,390 m,"""Perris-Aguanga Basin region, Temecula, Long Canyon area west of Del Rey Rd., hills on both sides of gas pipeline route""",33.52528,-117.12389,not recorded,Collector GPS,NA,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),96,NA
480,UCR116966,Nemophila menziesii,"""A. C. Sanders, T. B. Salvato""",NA,24091,NA,5/3/2001,5/3/2001,5/3/2001,Riverside,518 m,"""Perris-Aguanga Basin region, Hemet, SE corner of State Street at Gibbel, 1712 ft. hill at east end of Diamond Valley""",33.7,-116.96667,not recorded,Collector GeoRef,NA,m,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),123,NA
481,UCR120366,Nemophila menziesii,Mitch Provance,NA,331,A,4/4/1998,4/4/1998,4/4/1998,San Bernardino,442 m,"""La Loma Hills, Colton: c. 0.3 km north of Little Highgrove (pk 1478), c. 0.8 km west of the corner of Barton Rd. and La Cadena Dr.""",34.032,-117.342,not recorded,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),94,NA
482,UCR120383,Nemophila menziesii,Mitch Provance,NA,355,NA,4/4/1998,4/4/1998,4/4/1998,San Bernardino,427 m,"""Blue Mt., City of Grand Terrace, east of corner of Van Buren St. and Observation Dr.""",34.02056,-117.30389,not recorded,NA,NA,NA,Data provided by the participants of the Consortium of California Herbaria (ucjeps.berkeley.edu/consortium/),94,NA
