specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
JEPS1480,1940-02-29,1940,2,29,60,NA,NA,NA,NA,NA,Napa,"""Yount School Vicin San Francisco Bay, e side Napa Valley, Yount School (e side Napa Valley, vicinity of San Francisco Bay)""",cch1,NA
JEPS1486,1884-03-20,1884,3,20,80,NA,NA,NA,NA,NA,Solano,"""e Rocky Peak (Vacaville); e of Rocky Peak, Vacaville""",cch1,NA
JEPS3132,1919-04-20,1919,4,20,110,NA,NA,NA,NA,NA,Santa Clara,"""Hall's Valley , Hall's Valley (Mt. Hamilton Range)""",cch1,NA
OBI13914,1952-03-23,1952,3,23,83,NA,NA,NA,NA,NA,San Luis Obispo,"""Shell Crk. 3 mi E 12 mi S, Shandon""",cch1,NA
OBI13915,1966-04-03,1966,4,3,93,NA,NA,NA,NA,NA,San Luis Obispo,Lopez Cyn near the 15th or 16 crk crossing,cch1,NA
OBI13917,1964-02-29,1964,2,29,60,NA,NA,NA,NA,NA,San Luis Obispo,"""Routzahn Park Rd, approx 11 mi from SLO""",cch1,NA
OBI19531,1967-05-06,1967,5,6,126,NA,NA,NA,NA,NA,San Luis Obispo,Avenales Wildlife refuge,cch1,NA
OBI19838,1978-04-16,1978,4,16,106,NA,NA,NA,NA,NA,San Luis Obispo,Off hwy 58 near hwy 127 turnoff,cch1,NA
OBI20178,1979-04-08,1979,4,8,98,NA,NA,579,NA,NA,San Luis Obispo,2 mi S of Calif Valley along Soda lake rd,cch1,NA
OBI39146,1978-03-19,1978,3,19,78,NA,NA,701,NA,NA,Kern,"""Along State hwy 178 in Kern River Cyn area, 8 mi W of jctn with Bodfish Rd""",cch1,NA
OBI40889,1965-03-20,1965,3,20,79,NA,NA,213,NA,NA,Fresno,"""Along the Fresno side of Millerton Lake (above the lake 300 ft), W slope of hill""",cch1,NA
OBI43248,1933-04-30,1933,4,30,120,NA,NA,30,NA,NA,Monterey,"""Santa Lucia mts, 6 mi from Carmel; N base of Santa Lucia Mts; 5 mi from ocean""",cch1,NA
OBI46188,1986-05-06,1986,5,6,126,NA,NA,NA,NA,NA,San Luis Obispo,Santa Margarita Ranch. Estadio field in E part of the ranch where a large stand of blue oaks occur on slopes of decomposed limestone,cch1,NA
OBI54498,1997-04-05,1997,4,5,95,NA,NA,NA,NA,NA,Kern,Bitter Crk NAtl Wildlife Refuge. Near Cerro Noroeste Rd where rd to Red lake intersects,cch1,NA
OBI56258,1965-03-22,1965,3,22,81,NA,NA,NA,NA,NA,Santa Barbara,"""Blue Cyn, N slope, Santa Ynez Mts""",cch1,NA
OBI6323,1968-04-06,1968,4,6,97,NA,NA,NA,NA,NA,San Luis Obispo,On hill on W side of Carrizo Plain due W of Soda lake's southern end,cch1,NA
OBI77727,1978-03-01,1978,3,1,60,NA,NA,NA,NA,NA,San Luis Obispo,"""Carrizo Plain, 1 mi S of the jctn of hwy 58 and Sim soda lake san diego cr rd""",cch1,NA
OBI83127,1967-04-24,1967,4,24,114,NA,NA,122,NA,NA,San Luis Obispo,North-facing rocky slope near entrance to Routzahn park in Arroyo Grande canyon.,cch1,NA
PASA2114,1929-05-22,1929,5,22,142,NA,NA,NA,NA,NA,Tulare,Yosemite,cch1,NA
PASA2115,1930-04-15,1930,4,15,105,NA,NA,NA,NA,NA,Kern,Techapi mountains near Caliente,cch1,NA
PGM5923,1956-05-12,1956,5,12,133,NA,NA,NA,NA,NA,Monterey,"""Sierra de Salinas, Hastings Reservation boundary, Melin's pasture on""",cch1,NA
PGM5926,1963-03-18,1963,3,18,77,NA,NA,NA,NA,NA,Monterey,"""Diablo Range, Vineyard Canyon Rd along, Along rd""",cch1,NA
POM17609,1923-04-07,1923,4,7,97,NA,NA,NA,NA,NA,Kern,DevilAs Den west of Bakersfield,cch1,NA
POM17632,1923-04-08,1923,4,8,98,NA,NA,NA,NA,NA,Kern,Tehachapi.,cch1,NA
POM318298,1971-05-02,1971,5,2,122,NA,NA,1037,NA,NA,Kern,"""Raljon Ranch, 3.5 miles SW of Glennville,Greenhorn Mt, San Joaquin River.""",cch1,NA
POM347130,1971-05-02,1971,5,2,122,NA,NA,1037,NA,NA,Kern,"""NE Raljon Ranch about 3 miles SW of Glennville, Greenhorn Mt. San Joaquin Valley.""",cch1,NA
POM3486,1909-03-20,1909,3,20,79,NA,NA,NA,NA,NA,Los Angeles,Claremont.,cch1,NA
POM3510,1918-04-05,1918,4,5,95,NA,NA,NA,NA,NA,Los Angeles,Pomona.,cch1,NA
POM3534,1916-03-16,1916,3,16,76,NA,NA,NA,NA,NA,Los Angeles,"""Wash near Greek Theater, Claremont,""",cch1,NA
POM3739,1909-04-19,1909,4,19,109,NA,NA,NA,NA,NA,Los Angeles,Claremont.,cch1,NA
POM97169,1925-03-18,1925,3,18,77,NA,NA,1220,NA,NA,Kern,North of Tehachapa,cch1,NA
POM97226,1925-05-17,1925,5,17,137,NA,NA,1037,NA,NA,San Diego,1 mile east of Warners Ranch,cch1,NA
POM97447,1925-03-20,1925,3,20,79,NA,NA,NA,NA,NA,Kern,18 miles north of Bakersfield.,cch1,NA
RSA0036056,1935-03-03,1935,3,3,62,NA,NA,762,NA,NA,Orange,San Juan Canyon.,cch1,NA
RSA0037196,1991-05-12,1991,5,12,132,NA,NA,1280,NA,NA,Riverside,"""Area of High Country Ranches. From Tamatea Road approx. 100 ft. to dry stream bed, walking northeasterly direction.""",cch1,NA
RSA0043165,1933-04-19,1933,4,19,109,NA,NA,NA,NA,NA,Los Angeles,Palos Verdes Hills.,cch1,NA
RSA0051320,1932-03-28,1932,3,28,88,NA,NA,NA,NA,NA,Orange,2 miles NW of H.B.,cch1,NA
RSA0056306,1970-04-04,1970,4,4,94,NA,NA,678,NA,NA,Santa Barbara,San Marcos Pass.,cch1,NA
RSA0059611,1917-04-04,1917,4,4,94,NA,NA,762,NA,NA,Riverside,Palm Canyon,cch1,NA
RSA0059738,1945-05-05,1945,5,5,125,NA,NA,914,NA,NA,Riverside,San Gorgonio Mountains above Banning.,cch1,NA
RSA0113523,1938-03-26,1938,3,26,85,NA,NA,NA,NA,NA,Riverside,Corona-Elsinore Rd.,cch1,NA
RSA0128925,1932-03-05,1932,3,5,65,NA,NA,549,NA,NA,Madera,"""5 miles west of Coarsegold. Sierra Nevadas, Fresno River watershed.""",cch1,NA
RSA29514,1954-02-24,1954,2,24,55,NA,NA,NA,NA,NA,Kern,"""7 miles S of Maricopa, Hwy 399, Grocer Grade""",cch1,NA
RSA3166,1932-03-08,1932,3,8,68,NA,NA,305,NA,NA,Orange,"""Santiago Dam, W. base Santa Ana Mts.""",cch1,NA
RSA359870,1986-04-02,1986,4,2,92,NA,NA,610,NA,NA,Riverside,"""Gavilan Plateau, Gavilan Hills, Harford Springs County Park.""",cch1,NA
RSA418541,1978-03-30,1978,3,30,89,NA,NA,159,NA,NA,Tulare,Sequoia National Park; Dry Creek Road.,cch1,NA
RSA421291,1932-03-21,1932,3,21,81,NA,NA,305,NA,NA,Kern,S end Great Valley.,cch1,NA
RSA421300,1932-03-25,1932,3,25,85,NA,NA,412,NA,NA,Los Angeles,2 miles N Claremont.,cch1,NA
RSA421307,1917-04-01,1917,4,1,91,NA,NA,NA,NA,NA,Los Angeles,"""Upper Aliso Canyon, Santa Susana Mts.""",cch1,NA
RSA421308,1917-06-02,1917,6,2,153,NA,NA,NA,NA,NA,Los Angeles,Exposition Park,cch1,NA
RSA421315,1890-01-14,1890,1,14,14,NA,NA,NA,NA,NA,Los Angeles,Los Angeles.,cch1,NA
RSA421317,1922-04-14,1922,4,14,104,NA,NA,NA,NA,NA,Los Angeles,Culver City.,cch1,NA
RSA421318,1884-03-03,1884,3,3,63,NA,NA,NA,NA,NA,Los Angeles,Near USC Los Angeles,cch1,NA
RSA421322,1933-03-31,1933,3,31,90,NA,NA,NA,NA,NA,Los Angeles,Playa del Rey.,cch1,NA
RSA421324,1920-03-13,1920,3,13,73,NA,NA,305,NA,NA,Los Angeles,"""San Jose Hills, 1 mi. South of San Dimas.""",cch1,NA
RSA421329,1938-03-20,1938,3,20,79,NA,NA,NA,NA,NA,Los Angeles,"""Rolling hills, Palos Verdes Hills, Los Angeles.""",cch1,NA
RSA421357,1935-02-10,1935,2,10,41,NA,NA,NA,NA,NA,Orange,El Toro.,cch1,NA
RSA421363,1926-04-25,1926,4,25,115,NA,NA,NA,NA,NA,San Bernardino,"""Rim of W Old Drive, San Bernardino Mts.""",cch1,NA
RSA48449,1949-03-16,1949,3,16,75,NA,NA,NA,NA,NA,Los Angeles,3 miles north of Claremont,cch1,NA
RSA49732,1949-05-11,1949,5,11,131,NA,NA,1280,NA,NA,Kern,10 miles north of Caliente on road to Kernville,cch1,NA
RSA518016,1986-03-31,1986,3,31,90,NA,NA,NA,NA,NA,Los Angeles,"""Mojave Desert:Hwy 138, 4 miles E of jct w/Hwy 18 NE of Pinyon Hills.""",cch1,NA
RSA59320,1950-03-29,1950,3,29,88,NA,NA,457,NA,NA,Kern,"""7 miles S of Maricopa, Grocer Grade, Hwy 399""",cch1,NA
RSA608053,1931-02-07,1931,2,7,38,NA,NA,NA,NA,NA,Los Angeles,Sargent's Grove.,cch1,NA
RSA610229,1997-03-19,1997,3,19,78,NA,NA,122,NA,NA,Orange,"""Rancho Mission Viejo: Canada Gobernadora, east slope. 1.7 km SW Cliff Survey Mark, 1.7 N Calf. Route 74.""",cch1,NA
RSA648209,1983-05-17,1983,5,17,137,NA,NA,884,NA,NA,San Bernardino,1.7 miles northwest of the end of Etiwanda Ave.; Day Canyon Gaging Station.,cch1,NA
RSA652199,1969-05-10,1969,5,10,130,NA,NA,NA,NA,NA,Los Angeles,Evey Can. off Baldy Rd.,cch1,NA
RSA652200,1961-05-29,1961,5,29,149,NA,NA,NA,NA,NA,Los Angeles,"""Mt. Wilson Rd., Angeles Natl. Forest.""",cch1,NA
RSA652201,1937-04-12,1937,4,12,102,NA,NA,NA,NA,NA,Los Angeles,"""Franklin Canyon, Los Angeles. [North of Beverly Hills]""",cch1,NA
RSA717060,2006-04-11,2006,4,11,101,NA,NA,1037,NA,NA,Los Angeles,"""Lebec USGS quad; triangular site generally bounded by Interstate 5, Highway 138, and Gorman Post Road.""",cch1,NA
RSA746616,2009-03-16,2009,3,16,75,NA,NA,905,NA,NA,Kern,"""Western Transverse Range; San Emigdio Mtns. Region; Bitter Creek National Wildlife Preserve, ca. 0.25 mi. SW of junction of Hwy. 166 and Cerro Noroeste Rd.""",cch1,NA
RSA75870,1925-03-19,1925,3,19,78,NA,NA,610,NA,NA,Kern,North slope of Tehachapi Pass.,cch1,NA
RSA75885,1938-03-31,1938,3,31,90,NA,NA,NA,NA,NA,Kern,"""2 miles W of Famosa, S of road to Wasco""",cch1,NA
RSA75888,1938-04-16,1938,4,16,106,NA,NA,762,NA,NA,Kern,"""Small hill west of Isabella, Kern River Canyon.""",cch1,NA
RSA783266,1962-05-03,1962,5,3,123,NA,NA,1448,NA,NA,San Bernardino,Edge of yellow pine forest in canyon of southern access road to Thomas Mt. 2 miles west of southern Garner Valley and Pine-to-Palms Hwy,cch1,NA
RSA783331,1958-03-03,1958,3,3,62,NA,NA,1143,NA,NA,San Bernardino,Along tributary to Deer Creek where it crosses Cucamonga Truck Trail 2.5 miles from locked gate at foot of Cucamonga Canyon at head of Sapphire Station and 3 miles N of State Hwy 30 to San Bernardino out of Upland.,cch1,NA
RSA785870,1954-04-05,1954,4,5,95,NA,NA,457,NA,NA,Los Angeles,Puddingstone Dam area near LaVerne,cch1,NA
RSA785871,1966-04-22,1966,4,22,112,NA,NA,1494,NA,NA,San Bernardino,"""Pinnacles stream, San Bernardino Mts.""",cch1,NA
RSA785873,1974-04-10,1974,4,10,100,NA,NA,1067,NA,NA,Kern,"""Greenhorn Mt. Rd., Tehachapi Mts.""",cch1,NA
SD111947,1980-05-18,1980,5,18,139,NA,NA,1372,NA,NA,Los Angeles,"""South fork Big Rock Creek, ca. 0.5 mile north of South Fork Campground on Forest Road 4N11A.""",cch1,NA
SD125445,1978-04-07,1978,4,7,97,NA,NA,914,NA,NA,Los Angeles,West side of Sierra Highway just north of Pearblossom Highway.,cch1,NA
SD143516,1951-05-17,1951,5,17,137,NA,NA,NA,NA,NA,Contra Costa,Open hillside west of Orinda.,cch1,NA
SD38531,1931-03-07,1931,3,7,66,NA,NA,NA,NA,NA,Los Angeles,"""Other collections same day made at Oakwilde campground, Los Angeles County""",cch1,NA
SD40793,1933-05-14,1933,5,14,134,NA,NA,1006,NA,NA,Tulare,"""West slope Sierra Nevada, Balch Park Road, 1.8 mile above the control station.""",cch1,NA
SD40860,1933-05-19,1933,5,19,139,NA,NA,1096,NA,NA,Madera,West slope of Sierra Nevada; 1.0 mile from Bass Lake on road to Coarse Gold.,cch1,NA
SD44504,1948-05-08,1948,5,8,129,NA,NA,NA,NA,NA,Kern,"""Kern River Canyon, 21.3 miles west of Isabella.""",cch1,NA
SD51051,1960-04-11,1960,4,11,102,NA,NA,853,NA,NA,Santa Barbara,"""Summit on State Highway 166, Cuyama River Road.""",cch1,NA
SD52427,1953-03-16,1953,3,16,75,NA,NA,244,NA,NA,Los Angeles,"""San Jose-Puente Hills, south of Pomona, on the Brea Canyon Road.""",cch1,NA
SD56836,1963-05-17,1963,5,17,137,NA,NA,182,NA,NA,Santa Barbara,13.2 miles north of Lompoc on Highway 1.,cch1,NA
SDSU6082,1949-03-18,1949,3,18,77,NA,NA,366,NA,NA,Los Angeles,NA,cch1,NA
SDSU6118,1951-04-28,1951,4,28,118,NA,NA,762,NA,NA,Monterey,"""Santa Lucia Mts., Monterey Co.""",cch1,NA
SDSU6130,1971-05-01,1971,5,1,121,NA,NA,1250,NA,NA,Kern,"""About 3 miles north of Paris-Lorraine, Kern County. Foothill Woodland community neighboring plants; Pinus sabiniana, Gila tricolor, Ganunculus occidentalis.""",cch1,NA
SDSU6149,1951-04-25,1951,4,25,115,NA,NA,1219,NA,NA,Mariposa,Wawona rd near Wowona hotel,cch1,NA
SEINET10497055,1982-05-12,1982,5,12,132,NA,NA,NA,NA,NA,Monterey,"""Monterey County. Carmel Valley. Hastings Natural History Reservation. Poison Oak Hill, 2nd year after a fire.""",cch1,NA
SEINET10780803,1935-03-16,1935,3,16,75,NA,NA,NA,NA,NA,Alameda,Berkeley Hills.,cch1,NA
SEINET5521001,1980-05-18,1980,5,18,139,NA,NA,1372,NA,NA,Los Angeles,"""South fork Big Rock Creek about 0.5 miles north of South Fork Campground on Forest Road 4N11A, Angeles National Forest about 3.5 air miles southeast of Valyermo, north side San Gabriel Mountains""",cch1,NA
SEINET5521015,1967-03-25,1967,3,25,84,NA,NA,509,NA,NA,Tuolumne,South fork Stanislaus river,cch1,NA
SEINET5521017,1962-04-11,1962,4,11,101,NA,NA,335,NA,NA,El Dorado,15 miles northeast of Auburn,cch1,NA
SEINET5521018,1959-04-18,1959,4,18,108,NA,NA,1829,NA,NA,Placer,1/2 mile east of Bazter on US highway 40. Walk a bit into the woods north of the highway.,cch1,NA
SEINET5521019,1959-04-11,1959,4,11,101,NA,NA,549,NA,NA,El Dorado,"""Near Placerville, roadside near highway 49""",cch1,NA
SEINET5521020,1942-04-03,1942,4,3,93,NA,NA,70,NA,NA,Sacramento,2 miles north of Fair Oaks,cch1,NA
SEINET5521021,1930-03-15,1930,3,15,74,NA,NA,NA,NA,NA,Placer,5 miles east of Lincoln,cch1,NA
SEINET5521022,1959-03-29,1959,3,29,88,NA,NA,49,NA,NA,Placer,2 miles north of Roseville. In open field 1 miles east of highway 99,cch1,NA
SEINET5730453,1973-04-08,1973,4,8,98,NA,NA,NA,NA,NA,Napa,"""11.6 miles south of Pope Valley, Napa County.; Pope Valley""",cch1,NA
SEINET5730455,1967-07-07,1967,7,7,188,NA,NA,1829,NA,NA,Mendocino,"""Near camp at Spruce Grove, 4 miles (airline) north of Hull Mountain Lookout.; Hull Mountain""",cch1,NA
SEINET6971729,1955-03-24,1955,3,24,83,NA,NA,NA,NA,NA,Orange,"""Trabuco Canyon, about 5 miles east of El Toro.""",cch1,NA
SEINET6971731,1955-03-19,1955,3,19,78,NA,NA,NA,NA,NA,San Diego,"""Border Mesa east of San Ysidro, 1.3 mile west of foot of National. Ave.""",cch1,NA
SEINET6971732,1955-03-28,1955,3,28,87,NA,NA,NA,NA,NA,Tulare,"""0.25 mile above turnoff to Milo, east of Springfield. Below road in bottom of North Fork, Tule River.""",cch1,NA
SEINET7040096,1963-05-25,1963,5,25,145,NA,NA,NA,NA,NA,San Luis Obispo,"""12.8 miles north of San Miguel and 0.2 mile south of Junction with Hare Canyon Road, Indian Valley. Valleton Quad. UTM Zone 10, 707908mE, 3975466mN.""",cch1,NA
SEINET7048075,2001-04-30,2001,4,30,120,NA,NA,NA,NA,NA,San Bernardino,"""Redlands, Sand Canyon Road, east side. Near Crafton Hills College. Elevation about 2075 feet.""",cch1,NA
SJSU1031,1950-03-31,1950,3,31,90,NA,NA,NA,NA,NA,Santa Clara,"""Halls Valley, W slope Mt Hamilton, Mt Hamilton Range""",cch1,NA
SJSU8553,1975-03-15,1975,3,15,74,NA,NA,NA,NA,NA,Marin,"""c. 300 yds from shoreline c. 1.5 mi S of Abbotts Lagoon, Point Reyes Peninsula""",cch1,NA
SJSU960,1948-04-28,1948,4,28,119,NA,NA,NA,NA,NA,Santa Clara,Skyline Blvd 5 mi W of Saratoga,cch1,NA
UC1021938,1954-04-15,1954,4,15,105,NA,NA,NA,NA,NA,Placer,Auburn-Folsom Road eight mi s Auburn; s of Auburn,cch1,NA
UC1031220,1954-04-08,1954,4,8,98,NA,NA,NA,NA,NA,Napa,Highway 128 two mi s of e Monticello; s of e of Monticello,cch1,NA
UC1057439,1937-03-26,1937,3,26,85,NA,NA,NA,NA,NA,Sonoma,along the Guernville Highway near Village; near Village,cch1,NA
UC1211139,1912-04-30,1912,4,30,121,NA,NA,1219,NA,NA,Los Angeles,Mt. Wilson; creek,cch1,NA
UC1222905,1950-04-20,1950,4,20,110,NA,NA,NA,NA,NA,Humboldt,1/2 mi w Dinsmore's; w of Dinsmore's,cch1,NA
UC1228850,1962-03-24,1962,3,24,83,NA,NA,304,NA,NA,San Luis Obispo,on road to Shandon 6.8 mi e Templeton; e of Templeton,cch1,NA
UC1239736,1935-05-26,1935,5,26,146,NA,NA,609,NA,NA,Humboldt,"""Lone Star Creek , Lone Star Creek (Iaqua Region)""",cch1,NA
UC1239741,1938-05-01,1938,5,1,121,NA,NA,152,NA,NA,Humboldt,Trinity River Valley at Willow Creek; Trinity River Valley at Willow Creek,cch1,NA
UC1239755,1923-06-03,1923,6,3,154,NA,NA,762,NA,NA,Humboldt,"""near Dsn McBride Place (Kneeland Prairie); , near Dan McBride Place""",cch1,NA
UC1245392,1933-06-13,1933,6,13,164,NA,NA,1066,NA,NA,Humboldt,summit Bear's-Hoopa Road,cch1,NA
UC1285314,1952-04-08,1952,4,8,99,NA,NA,NA,NA,NA,San Luis Obispo,La Panza district La Panza district (on open hillside),cch1,NA
UC146215,1903-05-16,1903,5,16,136,NA,NA,91,NA,NA,Napa,"""near Calistoga (Napa Valley); Northern Coast Ranges, , near Calistoga""",cch1,NA
UC1501861,1951-03-10,1951,3,10,69,NA,NA,762,NA,NA,San Luis Obispo,"""Wreden Ranch overlooking San Joaquin Valley, Wreden Ranch (San Joaquin Valley, junction of San Luis Obispo and Kern Counties)""",cch1,NA
UC24238,1899-02-22,1899,2,22,53,NA,NA,NA,NA,NA,Alameda,"""Baldy Peak Berkeley, Baldy Peak (Berkeley, north-western Alameda County)""",cch1,NA
UC24248,1893-04-26,1893,4,26,116,NA,NA,NA,NA,NA,Napa,"""Yountville , Yountville (Napa River Basin)""",cch1,NA
UC449911,1917-04-14,1917,4,14,104,NA,NA,NA,NA,NA,Placer,Lincoln,cch1,NA
UC564183,1935-03-29,1935,3,29,88,NA,NA,NA,NA,NA,San Luis Obispo,"""two mi s Simmler; Carriso Plain, s of Simmler""",cch1,NA
UC592135,1932-03-21,1932,3,21,81,NA,NA,NA,NA,NA,Los Angeles,"""20 mi n Saugus (Vasquez Rocks, Soledad Canyon); n of Saugus, Soledad Canyon, Vasquez Rocks""",cch1,NA
UC598440,1938-04-14,1938,4,14,104,NA,NA,1310,NA,NA,San Bernardino,summit Cajon Pass,cch1,NA
UC606904,1938-04-01,1938,4,1,91,NA,NA,243,NA,NA,Santa Clara,"""near Morgan Hill (se base of El Toro, Santa Cruz Mountains); South Coast Ranges, Santa Cruz Mountains, El Toro""",cch1,NA
UC606956,1938-03-31,1938,3,31,90,NA,NA,NA,NA,NA,Kern,"""about 20 mi sw Bakersfields (near the Kern River, Ten Section Field); near the Kern River, sw of Bakersfield""",cch1,NA
UC606957,1938-03-30,1938,3,30,89,NA,NA,NA,NA,NA,Kern,7 mi above mouth Kern River Canyon (s side of Kern River Canyon),cch1,NA
UC619287,1898-03-11,1898,3,11,70,NA,NA,NA,NA,NA,Napa,e Yountville (foothills Napa Range); foothills Napa Range e of Yountville,cch1,NA
UC660028,1925-02-26,1925,2,26,57,NA,NA,NA,NA,NA,Monterey,near Monterey; near Monterey,cch1,NA
UC73660,1906-04-03,1906,4,3,93,NA,NA,NA,NA,NA,Kern,w slope Mt. Hamilton w slope of Mt. Hamilton,cch1,NA
UC753438,1946-04-23,1946,4,23,113,NA,NA,1219,NA,NA,Santa Barbara,n side Figueroa Mountain,cch1,NA
UC880918,1933-05-14,1933,5,14,134,NA,NA,1005,NA,NA,Tulare,"""1 8/10 mi above Control Station (Balch Park Road, w slope Sierra Nevada); w slope Sierra Nevada, above Control Station""",cch1,NA
UC972194,1952-03-20,1952,3,20,80,NA,NA,NA,NA,NA,Sonoma,Western outskirts of Sonoma 5th St. near Bettencourt; western outskirts of Sonoma,cch1,NA
UCD120082,1941-04-11,1941,4,11,101,NA,NA,609,NA,NA,Mariposa,"""9 miles from Mariposa, along State Hwy. 140.""",cch1,NA
UCD120084,1962-04-02,1962,4,2,92,NA,NA,213,NA,NA,Solano,"""East side of Pleasants Valley Road, 0.6 mile south of State Highway 128.""",cch1,NA
UCD120085,1951-04-08,1951,4,8,98,NA,NA,NA,NA,NA,Napa,"""6.1 miles southwest of Monticello, on Napa Road.""",cch1,NA
UCD120213,1942-02-21,1942,2,21,52,NA,NA,NA,NA,NA,Lake,"""At the west bank of Clear Lake, 3 mi. south of Lucerne along Calif. #20.""",cch1,NA
UCD120216,1978-04-19,1978,4,19,109,NA,NA,548,NA,NA,Los Angeles,Verdugo Mountains on fireroad from Stough Canyon to La Crescenta.,cch1,NA
UCD120218,1973-05-08,1973,5,8,128,NA,NA,NA,NA,NA,Fresno,1.1 mi. past Trimmer Ranger Station on Trimmer Springs Rd. coming from Trimmer.,cch1,NA
UCD120219,1974-04-22,1974,4,22,112,NA,NA,NA,NA,NA,San Luis Obispo,"""San Luis Obispo County: In Commatti Canyon, 1.1 miles N of CA 58.""",cch1,NA
UCD120220,1959-03-29,1959,3,29,88,NA,NA,NA,NA,NA,El Dorado,"""State Highway 49, 2 1/2 miles southeast of Pilot Hill.""",cch1,NA
UCD120221,1963-05-07,1963,5,7,127,NA,NA,914,NA,NA,Amador,"""Near Cook's Station, State Highway 88.""",cch1,NA
UCD120225,1965-04-12,1965,4,12,102,NA,NA,160,NA,NA,Tulare,1 mile northeast of gravel pit on Nigger Creek Road.,cch1,NA
UCD120226,1993-03-19,1993,3,19,78,NA,NA,NA,NA,NA,San Luis Obispo,"""San Luis Obispo County: Carrizo Plain Natural Area, grassland along Soda Lake Rd., 2.3 miles NW of intersection with dirt road leading to Painted Rock and Education Center.""",cch1,NA
UCD120231,1940-04-01,1940,4,1,92,NA,NA,NA,NA,NA,Yolo,Putah.,cch1,NA
UCD120235,1928-04-05,1928,4,5,96,NA,NA,NA,NA,NA,Napa,Monticello.,cch1,NA
UCD120236,1961-03-29,1961,3,29,88,NA,NA,NA,NA,NA,Colusa,South of Bear Valley; 3 miles north of junction of State Highways 16 and 20.,cch1,NA
UCD126443,1961-03-09,1961,3,9,68,NA,NA,NA,NA,NA,Stanislaus,Vicinity of La Grange. Between Lower and Upper Dominici Creeks.,cch1,NA
UCD15305,1985-04-06,1985,4,6,96,NA,NA,213,NA,NA,Sutter,"""Sutter Buttes, Dean Place;""",cch1,NA
UCD15536,1989-05-06,1989,5,6,126,NA,NA,106,NA,NA,Amador,Town of Volcano.,cch1,NA
UCD23396,1977-04-16,1977,4,16,106,NA,NA,NA,NA,NA,Napa,"""Small herbaceous plant, flowers blue and white. 300 meters south of Highway 128, 6.4 miles SW of Monticello Dam. Low on NE facing slope of canyon in riparian and oak woodland ecocline.""",cch1,NA
UCD23404,1977-04-24,1977,4,24,114,NA,NA,304,NA,NA,Napa,"""Proximal part of petals white, distal part sky blue, with longitudinal rows of small purple spots. In full sun in meadow. Berryessa Knoxville Rd. 2.3 miles SE of Knoxville Mine.""",cch1,NA
UCD32468,1952-02-24,1952,2,24,55,NA,NA,121,NA,NA,Fresno,"""Fresno County, 0.5 mile southwest of Navalencia.""",cch1,NA
UCD35080,1941-04-11,1941,4,11,101,NA,NA,609,NA,NA,Mariposa,"""Near Agua Frio Creek along State Highway 140, about 6 miles west of Mariposa.""",cch1,NA
UCSB11394,1962-03-30,1962,3,30,89,NA,NA,NA,NA,NA,Santa Barbara,At summit of San Marcos Pass; 8 miles northwest of Santa Barbara,cch1,NA
