specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,datum,source
POM226856,1914-05-04,1914,5,4,124,NA,NA,NA,NA,menziesii,Santa Clara,Junction of Los Troncos and San Francisquito Creeks.,NA,cch1
POM248968,1938-03-24,1938,3,24,83,NA,NA,335,NA,menziesii,Alameda,"""Head of Claremont Creek, south slope of the Berkeley Hills.""",NA,cch1
POM248973,1938-05-08,1938,5,8,128,NA,NA,610,NA,menziesii,Fresno,"""East bank of Tollhouse Creek, 0.6 miles southwest of Tollhouse, Sierra Nevada foothills.""",NA,cch1
POM249022,1938-04-22,1938,4,22,112,NA,NA,457,NA,menziesii,Lake,"""A branch of Cache Creek, 4 miles southwest of Lower Lake, North Coast Ranges.""",NA,cch1
POM249032,1938-04-03,1938,4,3,93,NA,NA,610,NA,menziesii,San Benito,"""On Tres Pinos Creek 7 miles northwest of Llanada, San Carlos Range, Inner South Coast Ranges.""",NA,cch1
POM289745,1930-05-01,1930,5,1,121,NA,NA,91,NA,menziesii,San Mateo,Stanford University. San Lorenzo Mt. Range.,NA,cch1
POM289749,1932-03-06,1932,3,6,66,NA,NA,244,NA,menziesii,Madera,8 mi. E Madera; Mt. Range: Sierra Nevada; Watershed: Fresno River.,NA,cch1
POM305410,1937-03-05,1937,3,5,64,NA,NA,NA,NA,menziesii,Tulare,[No location information on label.],NA,cch1
POM318982,1965-03-26,1965,3,26,85,NA,NA,305,NA,menziesii,Santa Barbara,"""California State Highway 154 at high voltage power line; southeast from San Marcos Pass, Pacific Drainage Area, Santa Ynez Mountains.""",NA,cch1
POM320432,1972-03-28,1972,3,28,88,NA,NA,274,NA,menziesii,Napa,"""North shore of Lake Berryessa, about 5 miles above Monticello Dam. South Coast Range, Lake Berryessa drainage area.""",NA,cch1
POM346565,1971-04-08,1971,4,8,98,NA,NA,427,NA,menziesii,Lake,"""Intersection of Edgewood Drive, Westlake Drive, and Soda Bay Road, Mayacmas Mts, Clear Lake.""",NA,cch1
POM65271,1902-03-09,1902,3,9,68,NA,NA,NA,NA,menziesii,Santa Clara,Foothills near Stanford University.,NA,cch1
POM65284,1903-05-02,1903,5,2,122,NA,NA,NA,NA,menziesii,San Francisco,Presidio,NA,cch1
POM65303,1902-03-04,1902,3,4,63,NA,NA,NA,NA,menziesii,Alameda,"""San Leandro Creek, San Francisco Bay region.""",NA,cch1
POM65313,1906-04-03,1906,4,3,93,NA,NA,1067,NA,menziesii,Santa Clara,North slope of Mt. Hamilton.,NA,cch1
POM65315,1906-04-15,1906,4,15,105,NA,NA,NA,NA,menziesii,San Francisco,Near Lake Merced.,NA,cch1
POM65318,1898-04-08,1898,4,8,98,NA,NA,NA,NA,menziesii,Sonoma,Healdsburg.,NA,cch1
POM65320,1900-02-10,1900,2,10,41,NA,NA,NA,NA,menziesii,Sacramento,Sacramento.,NA,cch1
POM65358,1906-04-17,1906,4,17,107,NA,NA,NA,NA,menziesii,Alameda,Hills near Berkeley.,NA,cch1
POM88220,1925-03-23,1925,3,23,82,NA,NA,NA,NA,menziesii,Madera,Sandy soil near Fairmead in Madera Road.,NA,cch1
POM88642,1925-03-26,1925,3,26,85,NA,NA,NA,NA,menziesii,Monterey,Western base of Big Pinnacles.,NA,cch1
POM96520,1926-04-08,1926,4,8,98,NA,NA,NA,NA,menziesii,San Luis Obispo,Paso Robles.,NA,cch1
POM97049,1925-03-20,1925,3,20,79,NA,NA,NA,NA,menziesii,Tulare,1 mile N of Richgrove.,NA,cch1
RSA0028725,1933-04-09,1933,4,9,99,NA,NA,NA,NA,menziesii,Santa Cruz,Ano Nuevo Pines,NA,cch1
RSA0070947,1973-05-28,1973,5,28,148,NA,NA,610,NA,menziesii,Los Angeles,"""Angeles National Forest, San Gabriel Mts.: Trail Canyon.""",NA,cch1
RSA0070948,1994-04-29,1994,4,29,119,NA,NA,1159,NA,menziesii,Los Angeles,"""Northern slope of the San Gabriel Mountains, Angeles National Forest: side draw on southeastern side of Mt. Emma, Santiago Canyon drainage.""",NA,cch1
RSA101759,1950-03-31,1950,3,31,90,NA,NA,549,NA,menziesii,Tulare,"""Near Coffee Campground by Tule River, above Springville.""",NA,cch1
RSA102181,1884-06-01,1884,6,1,153,NA,NA,NA,NA,menziesii,Unknown,[No location information on label.],NA,cch1
RSA10456,1929-04-12,1929,4,12,102,NA,NA,NA,NA,menziesii,San Benito,2 miles north of summit of San Juan Grade.,NA,cch1
RSA10643,1928-05-03,1928,5,3,124,NA,NA,NA,NA,menziesii,Napa,"""Summit of Mount St. Helena Grade, N of Calistoga""",NA,cch1
RSA120045,1904-04-02,1904,4,2,93,NA,NA,NA,NA,menziesii,Santa Clara,"""Monte Bello, head of Stevens Creek.""",NA,cch1
RSA124603,1956-03-10,1956,3,10,70,NA,NA,NA,NA,menziesii,Fresno,"""6 miles southwest of Kerman, 4.8 miles west of Madera Road, 200 ft. south of American Road.""",NA,cch1
RSA127738,1958-04-12,1958,4,12,102,NA,NA,NA,NA,menziesii,Tuolumne,4.9 miles southwest of Tuolumne along road to Groveland.,NA,cch1
RSA128920,1950-04-06,1950,4,6,96,NA,NA,152,NA,menziesii,Sonoma,"""Vernal flats, Cotati to Santa Rosa.""",NA,cch1
RSA131587,1953-04-05,1953,4,5,95,NA,NA,610,NA,menziesii,Fresno,Big Sandy Valley near the foot of northeast slope of Black Mountain. Johnson pasture back of Ridge View Ranch.,NA,cch1
RSA132968,1933-04-27,1933,4,27,117,NA,NA,1318,NA,menziesii,Monterey,"""China Camp, on road to Tassajara Hot Springs.""",NA,cch1
RSA14384,1895-03-03,1895,3,3,62,NA,NA,NA,NA,menziesii,San Mateo,Lobitas.,NA,cch1
RSA15112,1935-03-13,1935,3,13,72,NA,NA,NA,NA,menziesii,Marin,Point Reyes.,NA,cch1
RSA15640,1928-04-08,1928,4,8,99,NA,NA,732,NA,menziesii,San Benito,1 mi. N of New Idria on San Carlos Creek.,NA,cch1
RSA171992,1963-04-20,1963,4,20,110,NA,NA,335,NA,menziesii,Monterey,13.4 miles SSE of Jolon.,NA,cch1
RSA195363,1967-03-05,1967,3,5,64,NA,NA,213,NA,menziesii,Napa,Snell Valley.,NA,cch1
RSA201828,1966-04-06,1966,4,6,96,NA,NA,640,NA,menziesii,Trinity,"""Slattery Pond, just off US Highway 299, 7 miles west of Weaverville.""",NA,cch1
RSA289642,1932-03-25,1932,3,25,85,NA,NA,1128,NA,menziesii,Los Angeles,San Gabriel Mountains.,NA,cch1
RSA329566,1966-04-07,1966,4,7,97,NA,NA,NA,NA,menziesii,Riverside,Tucolata Valley between Sage and Murrieta.,NA,cch1
RSA40756,1948-03-22,1948,3,22,82,NA,NA,NA,NA,menziesii,Glenn,2 miles W of Elk Creek Store on San Hedrin Road.,NA,cch1
RSA421299,1932-04-09,1932,4,9,100,NA,NA,976,NA,menziesii,Los Angeles,"""1 mi. W mouth Kings Canyon, near Elizabeth Lake.""",NA,cch1
RSA421303,1949-04-27,1949,4,27,117,NA,NA,457,NA,menziesii,Unknown,Los Padres National Forest.,NA,cch1
RSA421347,1929-02-22,1929,2,22,53,NA,NA,NA,NA,menziesii,Contra Costa,Mt. Diablo.,NA,cch1
RSA421348,1929-03-25,1929,3,25,84,NA,NA,NA,NA,menziesii,Fresno,West bank KingAs River near Parlier.,NA,cch1
RSA421349,1930-04-12,1930,4,12,102,NA,NA,NA,NA,menziesii,Fresno,Zapato Creek.,NA,cch1
RSA421350,1967-04-30,1967,4,30,120,NA,NA,NA,NA,menziesii,Marin,"""Point Reyes Natl. Seashore, 9 miles northeast of lighthouse.""",NA,cch1
RSA421352,1932-04-04,1932,4,4,95,NA,NA,NA,NA,menziesii,Mariposa,Yosemite National Park.,NA,cch1
RSA49705,1948-02-27,1948,2,27,58,NA,NA,213,NA,menziesii,Monterey,Carmel Highlands above Yankee Pt.,NA,cch1
RSA585893,1993-02-19,1993,2,19,50,NA,NA,NA,NA,menziesii,San Luis Obispo,2 km SE of Twin Bridges on Boyscout Rd.,NA,cch1
RSA603259,1940-04-11,1940,4,11,102,NA,NA,NA,NA,menziesii,San Luis Obispo,Inner Coast Ranges: La Panza.,NA,cch1
RSA633299,1998-04-07,1998,4,7,97,NA,NA,NA,NA,menziesii,Napa,Along Rt. 128 at road marker 24/80,NA,cch1
RSA6881,1907-07-02,1907,7,2,183,NA,NA,NA,NA,menziesii,Monterey,San Jose Canyon [Monterey or Santa Clara Co.?],NA,cch1
RSA696598,1953-02-20,1953,2,20,51,NA,NA,305,NA,menziesii,San Luis Obispo,Huazana [Husna] District. Arroyo Grande.,NA,cch1
RSA75876,1926-04-02,1926,4,2,92,NA,NA,NA,NA,menziesii,Mendocino,Roadside near foot of Hopland Grade.,NA,cch1
RSA75890,1938-05-25,1938,5,25,145,NA,NA,915,NA,menziesii,San Benito,"""1 mile south of Idria, San Carlos Range, Inner South Coast Ranges.""",NA,cch1
RSA75891,1938-05-07,1938,5,7,127,NA,NA,762,NA,menziesii,Madera,"""3 miles SW of Kelshaw Corners, 11 miles SW of Coarse Gold, Sierra Nevada Foothills.""",NA,cch1
RSA75892,1938-05-01,1938,5,1,121,NA,NA,305,NA,menziesii,Tehama,"""Low hills at Paskenta, Inner North Coast Ranges.""",NA,cch1
RSA798418,1995-04-06,1995,4,6,96,NA,NA,360,NA,menziesii,Monterey,"""Fort Hunter Liggett (Training Areas 2, 3, 6), above Mission Creek, west of intersection of Mission Creek and Upper Milpitas Roads, ca. 0.6 air km east of Coleman Reservoir, ca. 3.2 air km west of Cosio Knob.""",NA,cch1
RSA88888,1953-03-18,1953,3,18,77,NA,NA,381,NA,menziesii,Fresno,Just inside the fence below new road around lake at Pine Flat - at the furthest NW of point in rd.,NA,cch1
SBBG54841,1979-04-08,1979,4,8,98,NA,NA,579,NA,menziesii,San Luis Obispo,2 mi S of California Valley along Soda Lake Rd,NA,cch1
SEINET10814721,1897-05-15,1897,5,15,135,NA,NA,213,NA,menziesii,Butte,Clear Creek.,NA,cch1
UCD120253,1993-04-24,1993,4,24,114,NA,NA,381,NA,menziesii,Sonoma,"""Sugarloaf Ridge State Park. About 50 air miles N of San Francisco, 10 air miles E of Santa Rosa, 2.5 air miles NE of Kenwood and 18 air miles NW of Napa. Along Hillside Trail.""",NA,cch1
UCSC009417,2015-02-16,2015,2,16,47,NA,NA,NA,NA,menziesii,Monterey,"""Ft. Ord National Monument (Region L7, Jacks Road in ditch)""",NA,cch1
NY337175,1882-02-27,1882,2,27,58,NA,NA,NA,NA,integrifolia,Unknown,Pasadena,NA,cch1
