specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
SFV112651,613417,1995-03-26,1995,3,26,85,35.19,-119.91,800,1000,NA,Flowering,San Luis Obispo,"Carrizo Plain; Carrizo Plain Natural Area. On ridge west of Soda Lake, about 5 miles north of Painted Rock.",Non-native grassland with Poa secunda.,cch2
SFV112673,616273,2001-05-16,2001,5,16,136,34.19525,-118.2065833,457,1000,integrifolia,Flowering,Los Angeles,San Rafael Hills; San Rafael Hills. Ridgetop along trailside on Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,"Associated plants included: Acourtia microcephala, Adenostoma fasciculatum, Anthriscus caucalis, Brassica, Bromus diandrus, Bromus sterilis, Centaurea melitensis, Cercocarpus betuloides, Eucrypta chrysanthemifolia, Hesperocnide tenella, Marah macrocarpus, Paeonia californica, Quercus berberidifolia, Quercus engelmannii X Q. durata, Rhus trilobata, Ribes aureum, Salvia mellifera, Solanum douglasii, and Sambucus mexicana.",cch2
IRVC100599,623189,2006-04-01,2006,4,1,91,NA,NA,732,NA,integrifolia,NA,San Bernardino,Dry Morrongo Wash at County line btween Riverside and San Bernardino at bridge of Hwy 62.,Mixed and desert scrub; in former burn area (~ 2 yrs previous); granite bedrock and allovial soils.,cch2
IRVC100601,630648,2004-04-09,2004,4,9,100,34.13917,-116.45278,1113,NA,NA,Flowering & Fruiting,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve, SW portion in South Railroad Canyon.","Pinyon juniper woodland, alluvial scrub at mouth, with Quercus turbinella, Acacia greggii, Phacelia distans, Chaenactis",cch2
IRVC100598,634612,2004-04-09,2004,4,9,100,34.14722,-116.45694,1256,NA,integrifolia,Flowering & Fruiting,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve, NW portion near camping area.","Pinyon juniper woodland with Yucca brevifolia, Pinus monophylla, Juniperus californica, Quercus turbinella.",cch2
IRVC100600,634908,2005-02-13,2005,2,13,44,34.14472,-116.45222,1250,1000,NA,Flowering & Fruiting,San Bernardino,"Ca. 1.5 miles E of Pioneertown, UC Burns Pinyon Ridge Reserve; middle part of the Resere on ridge between Boo"" and Jean"" canyons (tribs. to N Railroad Canyon). Decomposed granite soils with granite boulders",Pinyon juniper woodland,cch2
RSA0010691,638053,1976-04-11,1976,4,11,102,NA,NA,793,NA,NA,NA,Tulare County,2 miles east of Mt. Lumreau,Chaparral. Sandy loam.,cch2
RSA0036056,639517,1935-03-03,1935,3,3,62,NA,NA,762,NA,NA,NA,Orange County,San Juan Canyon.,Shaded hillside.,cch2
RSA0093734,660621,2010-04-14,2010,4,14,104,34.91889,-118.64028,1613,NA,NA,NA,Kern County,"Tehachapi Mountains. head of Canyon del Gato Montes, near foot of road over ridge toward Canyon de la Lecheria.","Gentle alluvial slope; open area with Eriogonum wrightii, E. fasciculatum polif., Festuca micristachys. Bordered by Quercus chrysolepis thickets. On flats among low shrubs (Eriog. wri. & E. fasc.).",cch2
RSA0037197,661691,1991-05-12,1991,5,12,132,NA,NA,1280,NA,NA,NA,Riverside County,"Area of High Country Ranches. From Tamatea Road approx. 100 ft. to dry stream bed, walking northeasterly direction.","Open area all around. Sandy soil. Dry stream bed. Lined with Red Shank, Manzanita, Sagebrush scrub.",cch2
RSA0028793,677043,1944-05-20,1944,5,20,141,NA,NA,1372,NA,NA,NA,Riverside County,"Palms to Pines Highway [Hwy. 74], San Jacinto Mountains.","Along moist stream bank, in shade. [not applicable to all specimens this site]",cch2
RSA0073978,698481,2010-04-24,2010,4,24,114,32.726,-116.9404,125,NA,NA,NA,San Diego County,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountains; W of Millar Ranch Road; 0.37 miles SSW of junction with highway 94 (Campo Road).,"Granitic, near sandy bike path.",cch2
RSA0070947,712818,1973-05-28,1973,5,28,148,NA,NA,610,NA,NA,NA,Los Angeles County,"Angeles National Forest, San Gabriel Mts.: Trail Canyon.",Common on moist slopes and flats among rocks.,cch2
RSA0068234,749475,2012-03-22,2012,3,22,82,38.54139,-120.84472,270,NA,NA,NA,Amador County,"Bell Road, 0.2 mile east of its junction with CA-49.","Oak woodland, with willows beside a small creek.",cch2
RSA0028725,751360,1933-04-09,1933,4,9,99,NA,NA,NA,NA,NA,NA,Santa Cruz County,Ano Nuevo Pines,NA,cch2
RSA0057838,840117,1976-05-14,1976,5,14,135,NA,NA,1158,NA,NA,NA,San Bernardino County,"San Antonio Canyon. Two miles south of Mt. Baldy Village, one quarter mile off Mt. Baldy Road on the dirt road.","Southern Oak Woodland -- Quercus agrifolia. Occurred under Quercus agrifolia in sandy soil on a steep, west-facing slope.",cch2
RSA0073849,902970,2015-03-21,2015,3,21,80,35.57886,-118.23388,1028,NA,NA,NA,Kern County,"Near Rocky Point, small canyon south of Cane Canyon. East of Kelso Valley Road. South of old mining road.",Desert scrubland. Junipers and Yucca brevifolia.,cch2
RSA0036743,905376,1998-04-11,1998,4,11,101,34.17,-116.43,1250,NA,NA,NA,San Bernardino County,Burns Pinon Ridge Reserve.,NA,cch2
RSA0035444,953555,1982-05-15,1982,5,15,135,NA,NA,1524,NA,menziesii,NA,San Diego County,"CA Hwy S6, 4 mi. N of Palomar Mtn.",NA,cch2
RSA0043195,962363,2010-07-02,2010,7,2,183,34.1619444,-116.9633333,1571,NA,NA,NA,San Bernardino County,Upper Santa Ana River Watershed: Middle Control Road between Highway 38 and Santa Ana River.,"N-slpe with chaparral and dense Oak Woodland, some roadside seeps.",cch2
RSA0043194,967280,1995-04-25,1995,4,25,115,34.325,-117.4227778,1067,NA,NA,NA,San Bernardino County,"East of hwy. I-15 and Cajon Pass, via hwy. 138, Elliott's Ranch area.",NA,cch2
RSA0043192,990724,1931-03-01,1931,3,1,60,NA,NA,NA,NA,NA,NA,Los Angeles County,Oak Wilde.,Canyon.,cch2
RSA0073853,1003738,2015-03-07,2015,3,7,66,35.54837,-118.04398,1203,NA,NA,NA,Kern County,"Horse Canyon. West side of canyon, near the mouth of the canyon. Near primitive campsite.",Base of ridge.,cch2
RSA0070948,1009213,1994-04-29,1994,4,29,119,NA,NA,1159,NA,NA,NA,Los Angeles County,"Northern slope of the San Gabriel Mountains, Angeles National Forest: side draw on southeastern side of Mt. Emma, Santiago Canyon drainage.","Vegetation a mix of Pinus monophylla-Juniperus osteosperma woodland and Adenostoma fasciculatum-Arctostaphylos glandulosa chaparral, mostly on granitic substrate. Local on open gravelly on mesic slopes.",cch2
RSA0036099,1021779,1935-06-05,1935,6,5,156,34.264,-117.3371,1270,2500,integrifolia,NA,San Bernardino County,"Saw pit canyon. [Sawpit Canyon, San Bernardino Mountains]",Deep shade on slope.,cch2
RSA0059738,1021903,1945-05-05,1945,5,5,125,NA,NA,914,NA,NA,NA,Riverside County,San Gorgonio Mountains above Banning.,Roadside.,cch2
RSA0043165,1037233,1933-04-19,1933,4,19,109,NA,NA,NA,NA,NA,NA,Los Angeles County,Palos Verdes Hills.,"Grassy hillside, north slope",cch2
RSA0067586,1038115,2014-04-26,2014,4,26,116,35.64018,-118.18436,1222,NA,NA,NA,Kern County,Scodie Canyon. At the end of the U.S. Fish and Wildlife Ecological Reserve.,On bank of wash.,cch2
RSA0043164,1081945,2012-05-21,2012,5,21,142,34.08484,-116.97716,1616,NA,NA,NA,San Bernardino County,"Yucaipa Ridge; approximately 4 air miles northeast of the San Gorgonio Ranger station, or approximately 0.6 air mile northeast of Allen Peak.","A steep shady rocky north facing slope with Quercus chrysolepis, Pinus coulteri, Cercocarpus ledifolius, Galium aparine, Yucca whipplei, Osmorhiza brackypoda, Lomatium dissectum, Dryopteris, Eriophyllum confertiflorum, Galium angustifolium, Lithophragma affine, Gilia capitatum.",cch2
RSA0043193,1094910,2010-05-06,2010,5,6,126,34.16404,-116.94995,1553,NA,NA,NA,San Bernardino County,San Bernardino National Forest: the upper Santa Ana River watershed; along the Santa Ana River Trail approximately 0.25 air mile east of Mill Creek road.,"A shady forest slope with Pinus jeffreyi, Abies concolor, Quercus kelloggii, Pinus coulteri, Pinus lambertiana, Ribes nevadense, Viola purpurea, Claytonia rubra, and Nemophilla spatulata.",cch2
RSA0094763,1110758,2015-03-31,2015,3,31,90,34.1309667,-116.4915,1148,NA,NA,NA,San Bernardino County,"Little San Bernardino Mountains; along dirt road in Water Canyon, 1.3 mi west of Pioneertown Rd, approx 5 mi. NW of Yucca Valley.",Geologic formation: alluvium; Parent rock: granite; Soil type: sand; banks of sandy wash.,cch2
RSA0049807,1117617,2014-03-28,2014,3,28,87,34.50565,-117.06247,1225,NA,NA,NA,San Bernardino County,"Granite Mountains; to the east of Apple Valley, approximately 3.5 air miles northwest of Rabbit Dry Lake, and about 1 air mile south of Amaral Spring.",Collecting in a rugged granitic bouldery area with small spring.,cch2
RSA0059611,1125058,1917-04-04,1917,4,4,94,33.6698,-116.5157,762,1000,NA,NA,Riverside County,Palm Canyon,under shrub.,cch2
RSA0060576,1127422,1984-04-28,1984,4,28,119,33.6982,-116.7528,1219,1000,menziesii,NA,Riverside County,"Collected on North-facing slope adjacent ot and on the South side of Highway 74, 3.6 miles from Strawberry Creek going towards Mountain Center.",NA,cch2
RSA0003798,1146614,1906-04-29,1906,4,29,119,34.473101,-117.124596,NA,2000,NA,NA,San Bernardino County,"Dead Man's Point, near Victorville, alt. 925 m.",NA,cch2
RSA0046820,1184076,1994-05-22,1994,5,22,142,NA,NA,1500,NA,NA,NA,Los Angeles County,USFS trail 7W12 Baldy Tr.,Chaparral. Facing SW. Shaded watershed.,cch2
RSA0077591,1191656,2011-04-24,2011,4,24,114,34.9021,-119.3897,1372,NA,NA,NA,Kern County,Bitter Creek National Wildlife Refuge; about 5.2 air miles SE of the junction of Hwy 33 and Hudson Ranch Road (formerly Cerro Noroeste Rd.); SW side of Hudson Ranch Road.,"Moderate NE facing slope wither herbaceous vegetation dominated by Poa secunda, Bromus diandrus, Balsamorhiza deltoidea, Elymus elymoides, Plectritis ciliosa.",cch2
RSA0056306,1193429,1970-04-04,1970,4,4,94,NA,NA,678,NA,NA,NA,Santa Barbara County,San Marcos Pass.,NA,cch2
RSA0003800,1202835,1882-02-25,1882,2,25,56,34.152867,-118.121454,NA,6700,integrifolia,NA,Los Angeles County,Pasadena.,NA,cch2
RSA0051320,1203074,1932-03-28,1932,3,28,88,NA,NA,NA,NA,NA,NA,Orange County,2 miles NW of H.B.,On hillside.,cch2
RSA0022321,1205796,2011-04-23,2011,4,23,113,34.14308,-116.50302,1338,NA,NA,NA,San Bernardino County,Sawtooth Mountains; collecting in rugged boulder piles about a mile south of Pioneertown and about 0.75 air mile east of Chaparrosa Spring.,"Bouldery hills and canyons with burnt pinyons, junipers and joshua trees from the Sawtooth Complex fire of 2006 and with Yucca schidigera, Nolina parryi, Yucca whipplei, Ephedra californica, Eriophyllum confertiflorum, Ericameria linearifolia, Quercus cornelius-mulleri, Delphinium parishii, Bromus tectorum, Opuntia basilaris and an abundance of winter annuals.",cch2
RSA0028724,1218006,1933-04-01,1933,4,1,91,NA,NA,NA,NA,NA,NA,Lake County,Mt. St. Helena.,NA,cch2
RSA0037196,1224214,1991-05-12,1991,5,12,132,NA,NA,1280,NA,NA,NA,Riverside County,"Area of High Country Ranches. From Tamatea Road approx. 100 ft. to dry stream bed, walking northeasterly direction.","Open area all around. Sandy soil. Dry stream bed. Lined with Red Shank, Manzanita, Sagebrush scrub.",cch2
RSA0093736,1224670,2010-04-14,2010,4,14,104,34.91,-118.63167,1442,NA,NA,NA,Kern County,"Tehachapi Mountains. Canyon del Gato Montes, above confluence with Canyon del Agua Escondida.",Canyon bottom at toe of N-facing slope; partial shade at edge of oak clump.,cch2
RSA0042499,1226468,2014-04-04,2014,4,4,94,34.46542,-117.82326,1126,NA,NA,NA,Los Angeles County,"Western Mojave Desert, approx. 3.3 km northeast of Valyermo along Bob's Gap Road approx. 1.6 km southeast of the aqueduct",Joshua tree woodland,cch2
RSA0011369,1231699,2013-03-16,2013,3,16,75,32.6639,-116.14568,1033,NA,NA,NA,San Diego County,The Jacumba Mountains; north side of Table Mountain.,"Open valley floor with granitic boulder piles with Juniperus, Yucca whipplei, Ericameria cooperi, Rhus ilicifolia, Rhus ovata, Eriogonum fasciculatum, Simmondsia chinensis, Salvia apiana, Opuntia wolfii, Opuntia chlorotica, Atriplex canescens, Lotus haydonii, Mimulus aridus, ect.",cch2
RSA0065634,1236301,2015-03-19,2015,3,19,78,34.42758,-118.18402,846,NA,NA,NA,Los Angeles County,"San Gabriel Mountains: Arrastre Canyon, south of Acton.","Fire burned a few years ago, through low hills of Adenostoma fasciculatum. Riparian habitat along creek. Growing on slopes.",cch2
RSA0003801,1238749,1903-04-25,1903,4,25,115,NA,NA,NA,NA,NA,NA,San Joaquin County,Tracy.,NA,cch2
CSUSB91438,1294884,1966-05-04,1966,5,4,124,34.18466667,-117.5817778,NA,18000,NA,NA,Los Angeles,Foothills below Mount Baldy.,NA,cch2
CSUSB91439,1294885,1966-04-08,1966,4,8,98,33.08,-116.64139,1159,1000,NA,NA,San Diego,"Highway 78, 2.5 miles west of Julian.",Chaparral,cch2
CSUSB91440,1294886,1966-03-14,1966,3,14,73,34.02444444,-117.93875,213,3000,NA,NA,Los Angeles,"500 yards along a path, end of 14th Street in the Puente Hills; found in a rocky, grassy slope.",NA,cch2
CSUSB91441,1294887,1965-04-21,1965,4,21,111,33.83022222,-117.478,324,1000,menziesii,NA,Riverside,About 1 mile southwest of Lake Matthews Dam; near roadside on steep slope; Riverside.,NA,cch2
CSUSB91442,1294888,1966-03-03,1966,3,3,62,33.98319444,-117.3068056,274,1000,menziesii,NA,Riverside,"Bottom of canyon at east end of Blain Street, in the Box Springs Mountains in Riverside (city).",NA,cch2
CSUSB91443,1294889,1966-02-20,1966,2,20,51,33.94616667,-117.3796389,305,300,menziesii,NA,Riverside,"Arlington Ave., 1 mile east of Victoria Street, 100 yards south of road. City of Riverside.",NA,cch2
CSUSB91444,1294890,1975-04-27,1975,4,27,117,33.74366667,-117.1144722,543,200,NA,NA,Riverside,Juniper Flats Rd. and Highway 74 at Homeland.,Coastal sage scrub,cch2
CSUSB91437,1295906,1979-06-04,1979,6,4,155,34.24738889,-117.2643889,1433,200,integrifolia,Flowering,San Bernardino,"San Bernardino Mts., Crestline, Darfo Dr. NE-facing roadside of bank growing in shade from shrubs",Yellow Pine forest,cch2
CSUSB90239,1297110,1977-03-29,1977,3,29,88,34.23988889,-117.5268889,NA,4000,integrifolia,Flowering,San Bernardino,Lytle Creek,NA,cch2
CSUSB90327,1297198,1978-05-20,1978,5,20,140,34.23988889,-117.5268889,NA,4000,integrifolia,Flowering & Fruiting,San Bernardino,Lytle Creek,NA,cch2
CSUSB90466,1297338,1976-04-18,1976,4,18,109,34.23988889,-117.5268889,NA,4000,menziesii,Flowering,San Bernardino,Lytle Creek,NA,cch2
DAV300345,1298941,1973-05-10,1973,5,10,130,38.312739,-123.064749,NA,1765,NA,NA,Sonoma,"CALIFORNIA: Sonoma County, Bodega Bay Head.",NA,cch2
DAV300342,1298980,1981-04-11,1981,4,11,101,39.03859,-122.74535,NA,500,NA,NA,Lake County,"CALIFORNIA: Lake CO. Northside of highway 20, 1 mile northwest of Glenhaven. Elev. 1800'.",NA,cch2
DAV300343,1299846,1985-04-06,1985,4,6,96,NA,NA,213,NA,NA,NA,Sutter County,"Sutter County: Sutter Buttes, Dean Place;",NA,cch2
DAV300327,1299939,1989-05-06,1989,5,6,126,NA,NA,107,NA,NA,NA,Amador County,Amador County: Town of Volcano.,NA,cch2
DAV300406,1301674,2000-02-07,2000,2,7,38,38.492222,-121.686667,12,NA,menziesii,NA,Yolo County,"Grasslands Regional Park. East of Davis, from intersection of I-80 and Mace Blvd., 3.5 mi. south on Mace Blvd.(County Road 104), thence east 1/4 mi along unpaved entrance road, then south about 200 yd.",NA,cch2
AHUC100007,1304479,1952-02-24,1952,2,24,55,NA,NA,122,NA,NA,NA,Fresno County,"Fresno County, 0.5 mile southwest of Navalencia.",NA,cch2
AHUC100004,1306702,1941-04-11,1941,4,11,101,NA,NA,610,NA,NA,NA,Mariposa County,"Mariposa County: Near Agua Frio Creek along State Highway 140, about 6 miles west of Mariposa.",NA,cch2
AHUC100006,1307535,1949-04-24,1949,4,24,114,38.038573,-120.456538,305,1000,NA,NA,Tuolumne County,"Tuolumne County, Columbia, sloping towards Vallecito, at Stanislaus River.",NA,cch2
AHUC100008,1308975,1955-03-15,1955,3,15,74,NA,NA,NA,NA,NA,NA,Mendocino County,"Mendocino County, Hopland Field Station, Little Buck Pasture.",NA,cch2
DAV300398,1310851,1970-05-23,1970,5,23,143,NA,NA,732,NA,menziesii,NA,Calaveras County,"Stanislaus River Canyon. Along Hunter's Road, between Hathaway Pines and NF Stanislaus River.",NA,cch2
DAV300374,1322837,2007-03-23,2007,3,23,82,38.588833,-122.124167,703,NA,NA,NA,Yolo County,"Yolo Co.: Tuleyome Ireland Ranch. In inner coast range northwest of the City of Winters between Salt Creek and Enos Creek, just north of Wild Cow Mountain. SW portion of ranch.",NA,cch2
DAV300375,1335471,2008-03-25,2008,3,25,85,35.30720986,-119.9862307,591,NA,NA,NA,San Luis Obispo County,San Luis Obispo Co.: North of Carrizo Plain National Monument. Along Soda Lake Road between College and Belmont Streets.,NA,cch2
DAV300335,1337092,1972-04-22,1972,4,22,113,38.6151,-122.4282,NA,5200,NA,NA,Napa County,Napa Co.: Pope Valley.,NA,cch2
DAV300324,1343797,2006-04-24,2006,4,24,114,38.8625,-122.358639,467,NA,NA,NA,Yolo County,"Yolo County: McLaughlin Reserve; Davis Creek Reservoir, Hobbit Hill.",NA,cch2
DAV300401,1348771,2011-04-30,2011,4,30,120,38.749444,-121.024444,305,NA,menziesii,NA,El Dorado County,El Dorado County: North of Cameron Park. Pine Hill Preserve. Kanaka Valley Unit. Kanaka Valley near main dirt road.,NA,cch2
DAV300397,1355580,2002-04-24,2002,4,24,114,37.866667,-121.883333,890,NA,menziesii,NA,Contra Costa County,Contra Costa County: Mount Diablo State Park. North Peak Road to North Peak.,NA,cch2
DAV300400,1371106,2012-05-05,2012,5,5,126,38.561667,-122.403333,388,NA,menziesii,NA,Napa County,"Napa County: Las Posadas State Experimental Forest. Northeastern part of property, on Recreation flat.",NA,cch2
DAV300325,1372670,1962-03-24,1962,3,24,83,38.72944444,-121.3972222,NA,NA,NA,NA,Placer County,Placer County: 6 miles west of Roseville.,NA,cch2
DAV300326,1372671,1942-02-21,1942,2,21,52,NA,NA,NA,NA,NA,NA,Lake County,"Lake County: At the west bank of Clear Lake, 3 mi. south of Lucerne along Calif. #20.",NA,cch2
