id,institutionCode,specimen_number,coll_number,scientificName,taxonID,eventDate,year,month,day,startDayOfYear,verbatimEventDate,reproductiveCondition,county,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,verbatimElevation,source,recordId,references
500070,SD,SD00010612,SD21418,Nemophila menziesii var. integrifolia,205102,5/18/1938,1938,5,18,138,18-May-38,FFL,San Diego,Burn at Boulevarde,32.66367,-116.27363,1609,,unknownft.,cch2,urn:uuid:46d0893c-d49b-4c69-9e0c-6fa8ed4c496f,http://cch2.org/portal/collections/individual/index.php?occid=500070
500071,SD,SD00010606,SD21647,Nemophila menziesii var. integrifolia,205102,5/27/1938,1938,5,27,147,27-May-38,FFL,San Diego,"Harper Ranch, Rattlesnake Valley",32.94033,-116.51363,1207,,unknownft.,cch2,urn:uuid:8b0989a7-66b4-4fce-86f8-68672e0909fc,http://cch2.org/portal/collections/individual/index.php?occid=500071
500072,SD,SD00010608,SD22175,Nemophila menziesii var. integrifolia,205102,8/6/1938,1938,8,6,218,6-Aug-38,FFL,San Diego,"Chimney Creek, Palomar Mountain.",33.32563,-116.89086,805,,unknownft.,cch2,urn:uuid:9e8d6acc-2689-4f03-b5fb-f21741822707,http://cch2.org/portal/collections/individual/index.php?occid=500072
500073,SD,SD00010560,SD24932,Nemophila menziesii var. integrifolia,205102,5/9/1939,1939,5,9,129,9-May-39,FFL,San Diego,1st year burn in Chaparral near Lilac,33.28781,-117.08392,1609,,unknownft.,cch2,urn:uuid:63456bc6-27a3-4a05-87bd-10a78bdf30a0,http://cch2.org/portal/collections/individual/index.php?occid=500073
500074,SD,SD00010609,SD26586,Nemophila menziesii var. integrifolia,205102,3/30/1940,1940,3,30,90,30-Mar-40,FL,San Diego,Hormiguero Ranch,33.39493,-117.0338,1609,,unknownft.,cch2,urn:uuid:4742eee3-68ea-44a5-b7a9-13e134afff14,http://cch2.org/portal/collections/individual/index.php?occid=500074
500075,SD,SD00010559,SD26910,Nemophila menziesii var. integrifolia,205102,4/18/1940,1940,4,18,109,18-Apr-40,FL,San Diego,Herron Ranch near DeLuz,33.43751,-117.32043,,,unknownft.,cch2,urn:uuid:5a7a9863-5d7c-49e3-a87a-83b3a216edfe,http://cch2.org/portal/collections/individual/index.php?occid=500075
500076,SD,SD00010614,SD27516,Nemophila menziesii var. integrifolia,205102,5/22/1940,1940,5,22,143,22-May-40,FFL,San Diego,Near Eagles' Nest Hot Springs Mt.,33.28809,-116.59418,805,,unknownft.,cch2,urn:uuid:3794ae2d-b041-4d85-803d-27bb288d6a8f,http://cch2.org/portal/collections/individual/index.php?occid=500076
500077,SD,SD00010464,SD28484,Nemophila menziesii,205099,4/29/1941,1941,4,29,119,29-Apr-41,FFL,San Diego,Near junction San Felipe & Montezuma roads,33.22157,-116.60615,402,,unknownft.,cch2,urn:uuid:185347ac-c8de-413f-8db9-0bfeff8c1e11,http://cch2.org/portal/collections/individual/index.php?occid=500077
500078,SD,SD00010467,SD28536,Nemophila menziesii,205099,4/29/1941,1941,4,29,119,29-Apr-41,FFL,San Diego,Fresh burn at Montezuma View Point,33.21145,-116.5124,805,,unknownft.,cch2,urn:uuid:4d750bae-a78e-48c9-9915-55ee9cab908d,http://cch2.org/portal/collections/individual/index.php?occid=500078
500079,SD,SD00010611,SD28747,Nemophila menziesii var. integrifolia,205102,5/22/1941,1941,5,22,142,22-May-41,FFL,San Diego,Burn between Campo and Canyon City,32.5987,-116.50384,3218,,unknownft.,cch2,urn:uuid:15c42a17-22e1-436f-84bc-5e777136ea9b,http://cch2.org/portal/collections/individual/index.php?occid=500079
500081,SD,SD00010540,SD36592,Nemophila menziesii var. integrifolia,205102,6/14/1945,1945,6,14,165,14-Jun-45,FFL,San Diego,Palomar.,33.33502,-116.86051,,,unknownft.,cch2,urn:uuid:3780ae40-6b40-4982-ac4e-9250f2df9d97,http://cch2.org/portal/collections/individual/index.php?occid=500081
500082,SD,SD00010538,SD37187,Nemophila menziesii var. integrifolia,205102,5/16/1941,1941,5,16,136,16-May-41,FFL,San Diego,Campo Boulevard highway,32.65127,-116.38252,11263,,unknownft.,cch2,urn:uuid:f95ad294-456b-4054-90dc-86a68d78034e,http://cch2.org/portal/collections/individual/index.php?occid=500082
500083,SD,SD00010502,SD38531,Nemophila menziesii,205099,3/7/1931,1931,3,7,66,7-Mar-31,FL,Los Angeles,"Other collections same day made at Oakwilde campground, Los Angeles County",,,,,unknownft.,cch2,urn:uuid:d80681bb-d7d1-4419-bc84-f562ea625216,http://cch2.org/portal/collections/individual/index.php?occid=500083
500085,SD,SD00010494,SD38533,Nemophila menziesii,205099,3/23/1935,1935,3,23,82,23-Mar-35,FL,Kern,South of Arvin,35.17997,-118.83301,,,unknownft.,cch2,urn:uuid:fbd7c691-5ecb-4711-b83b-908ec396fba8,http://cch2.org/portal/collections/individual/index.php?occid=500085
500086,SD,SD00010498,SD38534,Nemophila menziesii,205099,1932-03-00,1932,3,0,,Mar-32,FL,Mariposa,Yosemite National Park; in valley.,37.72644,-119.61164,,,unknownft.,cch2,urn:uuid:77b42113-6a4e-468c-aca2-be1251ae8515,http://cch2.org/portal/collections/individual/index.php?occid=500086
500087,SD,SD00010499,SD38535,Nemophila menziesii,205099,3/1/1932,1932,3,1,61,1-Mar-32,FL,Mariposa,Yosemite National Park; in valley.,37.72644,-119.61164,,,unknownft.,cch2,urn:uuid:1c6c3e8e-c806-48bb-a584-f5ca0e957b2d,http://cch2.org/portal/collections/individual/index.php?occid=500087
500088,SD,SD00010500,SD38536,Nemophila menziesii,205099,4/19/1933,1933,4,19,109,19-Apr-33,FL,San Mateo,Above Emerald Lake,37.4634,-122.2613,,,unknownft.,cch2,urn:uuid:8df93685-dbf3-467f-9c9a-f00332a781ba,http://cch2.org/portal/collections/individual/index.php?occid=500088
500089,SD,SD00010553,SD38540,Nemophila menziesii var. integrifolia,205102,5/18/1935,1935,5,18,138,18-May-35,FL,San Diego,"Moist hillside, Cuyamaca Lake area",32.99264,-116.56513,4827,,unknownft.,cch2,urn:uuid:068c4cd3-e6a9-4717-9152-9a0551401404,http://cch2.org/portal/collections/individual/index.php?occid=500089
500090,SD,SD00010601,SD38541,Nemophila menziesii var. integrifolia,205102,4/19/1935,1935,4,19,109,19-Apr-35,FFL,San Diego,Near Banner,33.06883,-116.54613,1207,,unknownft.,cch2,urn:uuid:9b3d77d4-d4d5-499b-8eb1-b8219253afc7,http://cch2.org/portal/collections/individual/index.php?occid=500090
500092,SD,SD00010501,SD40793,Nemophila menziesii,205099,5/14/1933,1933,5,14,134,14-May-33,FL,Tulare,"West slope Sierra Nevada, Balch Park Road, 1.8 mile above the control station.",,,,1006,,cch2,urn:uuid:c9008026-0a33-4deb-8225-ce5bc00818cf,http://cch2.org/portal/collections/individual/index.php?occid=500092
500097,SD,SD00010486,SD40860,Nemophila menziesii,205099,5/19/1933,1933,5,19,139,19-May-33,FL,Madera,West slope of Sierra Nevada; 1.0 mile from Bass Lake on road to Coarse Gold.,,,,1097,,cch2,urn:uuid:79be243e-9135-4fef-96ad-e75211c648c6,http://cch2.org/portal/collections/individual/index.php?occid=500097
500103,SD,SD00010495,SD44504,Nemophila menziesii,205099,5/8/1948,1948,5,8,129,8-May-48,FL,Kern,"Kern River Canyon, 21.3 miles west of Isabella.",,,,,unknownft.,cch2,urn:uuid:988969d3-4ab9-4f20-8f0c-7d0ef3ce3a93,http://cch2.org/portal/collections/individual/index.php?occid=500103
500104,SD,SD00010669,SD44541,Nemophila menziesii var. integrifolia,205102,4/3/1943,1943,4,3,93,3-Apr-43,FL,Los Angeles,San Gabriel Mountains; Tanbark Flat.,,,,823,,cch2,urn:uuid:7221a0df-d019-416d-b776-c2b6e3eb2b73,http://cch2.org/portal/collections/individual/index.php?occid=500104
500106,SD,SD00010430,SD44664,Nemophila menziesii var. atomaria,205101,4/28/1951,1951,4,28,118,28-Apr-51,FFL,Monterey,Santa Lucia Mtns.,,,,762,,cch2,urn:uuid:3876f208-d4c7-45ca-8f29-5f00e2561d00,http://cch2.org/portal/collections/individual/index.php?occid=500106
500107,SD,SD00010565,SD50076,Nemophila menziesii var. integrifolia,205102,5/18/1960,1960,5,18,139,18-May-60,FFL,San Diego,Green Valley,32.91667,-116.56667,402,1250,,cch2,urn:uuid:44967f65-2133-458b-a056-abe0c1693038,http://cch2.org/portal/collections/individual/index.php?occid=500107
500108,SD,SD00010506,SD51051,Nemophila menziesii,205099,4/11/1960,1960,4,11,102,11-Apr-60,FL,Santa Barbara,"Summit on State Highway 166, Cuyama River Road.",,,,853,,cch2,urn:uuid:1db0a5b3-e8eb-4f61-8330-c2844e032741,http://cch2.org/portal/collections/individual/index.php?occid=500108
500109,SD,SD00010489,SD52427,Nemophila menziesii,205099,3/16/1953,1953,3,16,75,16-Mar-53,FL,Los Angeles,"San Jose-Puente Hills, south of Pomona, on the Brea Canyon Road.",,,,244,,cch2,urn:uuid:05440e6a-b09e-4428-b3d9-0af6a6112649,http://cch2.org/portal/collections/individual/index.php?occid=500109
500110,SD,SD00010442,SD52525,Nemophila menziesii var. menziesii,205103,1960-04-00,1960,4,0,,Apr-60,FL,San Diego,"Culp Valley, Anza-Borrego Park",33.20889,-116.4525,644,,unknownft.,cch2,urn:uuid:db8635ad-7416-4a5f-bdfd-a7d173b52af0,http://cch2.org/portal/collections/individual/index.php?occid=500110
500112,SD,SD00010507,SD56836,Nemophila menziesii,205099,5/17/1963,1963,5,17,137,17-May-63,FL,Santa Barbara,13.2 miles north of Lompoc on Highway 1.,,,,183,,cch2,urn:uuid:12ac94a5-d302-48e7-a689-f5b85bbdc678,http://cch2.org/portal/collections/individual/index.php?occid=500112
500113,SD,SD00010461,SD58282,Nemophila menziesii,205099,4/14/1920,1920,4,14,105,14-Apr-20,FL,San Diego,Warner Ranch,33.24254,-116.6653,2414,,unknownft.,cch2,urn:uuid:1c3385ca-635f-485e-ac93-56bf9aa4c992,http://cch2.org/portal/collections/individual/index.php?occid=500113
500114,SD,SD00010671,SD58283,Nemophila menziesii var. integrifolia,205102,5/19/1918,1918,5,19,139,19-May-18,FL,Los Angeles,San Gabriel Mountains; Millards Canyon.,34.2172,-118.1463,,610,,cch2,urn:uuid:aed42b6a-4d9c-4b2a-b2e7-d3436b68e342,http://cch2.org/portal/collections/individual/index.php?occid=500114
500118,SD,SD00010563,SD60451,Nemophila menziesii var. integrifolia,205102,5/19/1963,1963,5,19,139,19-May-63,FL,San Diego,"in grassy spot under oaks, ca. 1 mile W of Monument Peak, Laguna Mountains",32.8941,-116.43781,402,1800,,cch2,urn:uuid:b3d6d8b8-5529-45fa-a862-b815a2c035c5,http://cch2.org/portal/collections/individual/index.php?occid=500118
500120,SD,SD00010472,SD70727,Nemophila menziesii var. menziesii,205103,4/10/1969,1969,4,10,100,10-Apr-69,FL,San Diego,Palomar Mountain State Park. On open slope se workshop reservoir.,33.33027,-116.89894,241,1630,,cch2,urn:uuid:26a41360-916b-4e15-ab60-6c3caf48c867,http://cch2.org/portal/collections/individual/index.php?occid=500120
500121,SD,SD00010551,SD70890,Nemophila menziesii var. integrifolia,205102,6/19/1969,1969,6,19,170,19-Jun-69,FL,San Diego,"West slope of Middle Peak, Cuyamaca",32.98333,-116.6,402,1400,,cch2,urn:uuid:a47634e4-bca2-4918-bd5d-b541af47fa70,http://cch2.org/portal/collections/individual/index.php?occid=500121
500122,SD,SD00010605,SD72123,Nemophila menziesii var. integrifolia,205102,6/18/1967,1967,6,18,169,18-Jun-67,FFL,San Diego,"North Meadow, Middle Cuyamaca Peak",32.98333,-116.60833,402,1524,,cch2,urn:uuid:756b77b8-03bf-4f7e-a1c5-e98719dd3cfb,http://cch2.org/portal/collections/individual/index.php?occid=500122
500123,SD,SD00010673,SD72397,Nemophila menziesii var. integrifolia,205102,5/7/1963,1963,5,7,127,7-May-63,FL,San Bernardino,"Cedar Pines Park, San Bernardino Mountains.",34.25,-117.3259,,1524,,cch2,urn:uuid:03e1a5fb-b444-4f5f-bc98-df9e193bdc48,http://cch2.org/portal/collections/individual/index.php?occid=500123
500124,SD,SD00010566,SD73567,Nemophila menziesii var. integrifolia,205102,5/26/1970,1970,5,26,146,26-May-70,FFL,San Diego,Pot-Hole Creek below Corte Madera Lake. Pine Valley,32.78736,-116.58513,1609,970,,cch2,urn:uuid:ad571e2c-3913-48b1-ad0c-d95b5fe1f507,http://cch2.org/portal/collections/individual/index.php?occid=500124
500125,SD,SD00010490,SD75491,Nemophila menziesii,205099,3/6/1941,1941,3,6,65,6-Mar-41,FL,Los Angeles,Santa Catalina Island; Middle Ranch Canyon.,33.3842,-118.3842,,300,,cch2,urn:uuid:d13b2764-e653-476c-86b8-76d09fd340e1,http://cch2.org/portal/collections/individual/index.php?occid=500125
500126,SD,SD00010564,SD85310,Nemophila menziesii var. integrifolia,205102,4/28/1971,1971,4,28,118,28-Apr-71,FFL,San Diego,"In leaf litter, Echo Dell",32.9,-116.65,402,960,,cch2,urn:uuid:6e21c454-561a-49a0-97e0-213ba755f914,http://cch2.org/portal/collections/individual/index.php?occid=500126
500127,SD,SD00010558,SD85418,Nemophila menziesii var. integrifolia,205102,3/31/1971,1971,3,31,90,31-Mar-71,FL,San Diego,"Shaded area along dirt road east of small pond south of locked gate, Echo Dell 4 miles north of Descanso",32.9,-116.65,402,960,,cch2,urn:uuid:0352cddc-bb74-492d-b41b-19beaf30fe6c,http://cch2.org/portal/collections/individual/index.php?occid=500127
500128,SD,SD00010469,SD85503,Nemophila menziesii var. menziesii,205103,3/27/1971,1971,3,27,86,27-Mar-71,FL,San Diego,"Shade of live oaks along San Vicente Rd. near junction with Wildcat Canyon Rd., western San Vicente Valley.",33,-116.83333,402,390,,cch2,urn:uuid:637859f7-daed-4f8c-8416-e1266b46c81d,http://cch2.org/portal/collections/individual/index.php?occid=500128
500129,SD,SD00010459,SD85506,Nemophila menziesii,205099,4/22/1971,1971,4,22,112,22-Apr-71,FL,San Diego,"In forest leaf litter, Laguna Mountains",32.91667,-116.46667,1609,1590,,cch2,urn:uuid:64a4a136-e6d0-4481-a4b8-7f89423c61b3,http://cch2.org/portal/collections/individual/index.php?occid=500129
500133,SD,SD00010429,SD88406,Nemophila menziesii var. atomaria,205101,5/1/1972,1972,5,1,122,1-May-72,FFL,Sonoma,Duncan Point.,,,,,unknownft.,cch2,urn:uuid:366837fc-29a1-49ad-9048-d0a5cfef2157,http://cch2.org/portal/collections/individual/index.php?occid=500133
500135,SD,SD00010672,SD92977,Nemophila menziesii var. integrifolia,205102,4/30/1954,1954,4,30,120,30-Apr-54,FL,San Bernardino,"Idlewild, San Jacinto River.",33.7503,-116.7152,,1676,,cch2,urn:uuid:cfe1938d-1438-46b9-ad12-c1b95356b65a,http://cch2.org/portal/collections/individual/index.php?occid=500135
500138,SD,SD00010488,SD111947,Nemophila menziesii,205099,5/18/1980,1980,5,18,139,18-May-80,FL,Los Angeles,"South fork Big Rock Creek, ca. 0.5 mile north of South Fork Campground on Forest Road 4N11A.",,,,1372,,cch2,urn:uuid:f0fcada7-dfd0-4e2c-b35a-cc38a1de62af,http://cch2.org/portal/collections/individual/index.php?occid=500138
500143,SD,SD00010670,SD113484,Nemophila menziesii var. integrifolia,205102,,,,,,,FL,Los Angeles,Claremont,,,,,unknownft.,cch2,urn:uuid:b36e8cdf-d48a-4b59-b3da-f95b17e3f355,http://cch2.org/portal/collections/individual/index.php?occid=500143
500144,SD,SD00010468,SD113485,Nemophila menziesii,205099,3/24/1935,1935,3,24,83,24-Mar-35,FL,San Diego,East of Jamul,32.71452,-116.83958,,,unknownft.,cch2,urn:uuid:2d4bb6bd-d9d6-49a1-9164-5304d9f12833,http://cch2.org/portal/collections/individual/index.php?occid=500144
500145,SD,SD00010491,SD113486,Nemophila menziesii,205099,4/1/1915,1915,4,1,91,1-Apr-15,FL,Los Angeles,Claremont,,,,,unknownft.,cch2,urn:uuid:6efc6fda-97aa-4766-a909-276a885a45d9,http://cch2.org/portal/collections/individual/index.php?occid=500145
500146,SD,SD00010549,SD114740,Nemophila menziesii var. integrifolia,205102,4/16/1982,1982,4,16,106,16-Apr-82,FL,San Diego,"Pine Valley, Corte Madera Ranch",32.76409,-116.57253,1609,1200,,cch2,urn:uuid:613de08c-d9de-4784-a5a7-3d325b7f3965,http://cch2.org/portal/collections/individual/index.php?occid=500146
500147,SD,SD00010530,SD114932,Nemophila menziesii var. integrifolia,205102,4/20/1979,1979,4,20,110,20-Apr-79,FL,San Diego,About 5 m east of stream in oak woodland in south end of Fred Canyon,32.77323,-116.43462,402,1340,,cch2,urn:uuid:0dd0e980-70ba-43f2-9a29-a99b051f7cbd,http://cch2.org/portal/collections/individual/index.php?occid=500147
500148,SD,SD00008034,SD115641,Nemophila menziesii var. menziesii,205103,5/14/1983,1983,5,14,134,14-May-83,FL,Imperial,"In-Ko-Pah Mountains, south of I-8. (IPB 10/07)",32.63057,-116.0937,241,1158,,cch2,urn:uuid:caeafa7a-01d4-4f4b-b0d9-38d206c66256,http://cch2.org/portal/collections/individual/index.php?occid=500148
500149,SD,SD00010470,SD118432,Nemophila menziesii var. menziesii,205103,4/26/1985,1985,4,26,116,26-Apr-85,FL,San Diego,"oak woodland, Puerta la Cruz Road, Cleveland Nat. Forest.",33.35759,-116.67206,241,1160,,cch2,urn:uuid:fd7220cd-0d9b-4009-bba4-6fb5b1da93ee,http://cch2.org/portal/collections/individual/index.php?occid=500149
500150,SD,SD00010496,SD124417,Nemophila menziesii,205099,3/18/1950,1950,3,18,77,18-Mar-50,FL,Kern,"Along Soda Lake Road to Carrizo Plain, ca. 0.8 mile off Highway 399. Near San Luis Obispo County line.",,,,,unknownft.,cch2,urn:uuid:4132b7cf-0ad6-40ab-ac4d-5ba123ff2e9c,http://cch2.org/portal/collections/individual/index.php?occid=500150
500152,SD,SD00010492,SD125445,Nemophila menziesii,205099,4/7/1978,1978,4,7,97,7-Apr-78,FL,Los Angeles,West side of Sierra Highway just north of Pearblossom Highway.,,,,914,,cch2,urn:uuid:4a08449e-6fb6-4754-b6a3-5ecf6dfd9b5a,http://cch2.org/portal/collections/individual/index.php?occid=500152
500153,SD,SD00010483,SD125572,Nemophila menziesii,205099,4/9/1957,1957,4,9,99,9-Apr-57,FL,Santa Barbara,"Sata Ynez Mountains; 0.75 mile east of San Marcos Pass, along El Camino Cielo.",,,,,unknownft.,cch2,urn:uuid:f0649024-1832-404f-8d5e-88c11682b850,http://cch2.org/portal/collections/individual/index.php?occid=500153
500155,SD,SD00010617,SD128338,Nemophila menziesii var. integrifolia,205102,4/16/1972,1972,4,16,107,16-Apr-72,FL,San Diego,Cutca Valley,33.39303,-116.91633,805,1050,,cch2,urn:uuid:14c19ccc-cfe2-4acd-bd7f-3580061119a1,http://cch2.org/portal/collections/individual/index.php?occid=500155
500160,SD,SD00010471,SD133999,Nemophila menziesii var. menziesii,205103,4/22/1991,1991,4,22,112,22-Apr-91,FL,San Diego,"NE side of Aguanga Mountain, mouth of Blue Canyon, 6.75 mi. NW of Warner Springs P.O. by way of Calif. Hwy. 79.",33.33144,-116.71249,241,930,,cch2,urn:uuid:d48d5948-e4a3-49a3-b54b-5d70a388d803,http://cch2.org/portal/collections/individual/index.php?occid=500160
500161,SD,SD00010567,SD134246,Nemophila menziesii var. integrifolia,205102,3/16/1971,1971,3,16,75,16-Mar-71,FL,San Diego,½ mile NW of Margarita Peak,33.45129,-117.39809,402,800,,cch2,urn:uuid:231046a5-1475-4f7a-a13f-612e6970102f,http://cch2.org/portal/collections/individual/index.php?occid=500161
500162,SD,SD00010618,SD136823,Nemophila menziesii var. integrifolia,205102,5/6/1992,1992,5,6,127,6-May-92,FFL,San Diego,"So. Santa Ana Mts, San Mateo Cyn Wilderness Area. S side of Miller Mt along 'Miller Canyon', the major drainage on the southern flank of the mountain, from Road 8S02 upstream to the area of contact between lower granitic and higher basaltic rocks.",33.49225,-117.38606,402,640,,cch2,urn:uuid:a02deab9-1853-42fc-90a4-d6bcaab55029,http://cch2.org/portal/collections/individual/index.php?occid=500162
500163,SD,SD00010546,SD137733,Nemophila menziesii var. integrifolia,205102,5/4/1995,1995,5,4,124,4-May-95,FFL,Riverside,"Cleveland Nat'l Forest, Agua Tibia Wilderness Area. N slope of Agua Tibia Mtn., E of Dripping Springs Alcove Area, N of Woodchuck Trail.",33.45,-116.95,,610,,cch2,urn:uuid:83e18076-07e4-480c-a6c7-cbe9a8730706,http://cch2.org/portal/collections/individual/index.php?occid=500163
500166,SD,SD00010497,SD143516,Nemophila menziesii,205099,5/17/1951,1951,5,17,137,17-May-51,FL,Contra Costa,Open hillside west of Orinda.,,,,,unknownft.,cch2,urn:uuid:df8a6e71-51f7-485d-b76b-95b38bdd4e3c,http://cch2.org/portal/collections/individual/index.php?occid=500166
500174,SD,SD00010539,SD155169,Nemophila menziesii var. integrifolia,205102,4/19/2002,2002,4,19,109,19-Apr-02,FFL,San Diego,Kelley/Rebman Ranch at 565 Anderson Truck Trail on northwest side of Viejas Mountain: approx. 2 miles north of Victoria Road in Alpine,32.87278,-116.7475,,818,,cch2,urn:uuid:5c59f857-82cd-44c7-b9ed-4ac44f54767a,http://cch2.org/portal/collections/individual/index.php?occid=500174
500175,SD,SD00010531,SD155607,Nemophila menziesii var. integrifolia,205102,3/15/2003,2003,3,15,74,15-Mar-03,FL,San Diego,"Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.",32.995,-116.53667,,1441,,cch2,urn:uuid:3ce974a4-a9d4-4f52-b797-49c6d89ec853,http://cch2.org/portal/collections/individual/index.php?occid=500175
500176,SD,SD00008033,SD155782,Nemophila menziesii var. integrifolia,205102,3/16/2001,2001,3,16,75,16-Mar-01,FL,Imperial,"Jacumba Natural Area, In-Ko-Pah Mountains, near Smuggler's Cove. (IPB 10/07)",32.63482,-116.09537,241,1046,,cch2,urn:uuid:0acb40ff-5f71-47c4-b469-9f3561def192,http://cch2.org/portal/collections/individual/index.php?occid=500176
500177,SD,SD00010473,SD157168,Nemophila menziesii var. menziesii,205103,5/2/2004,2004,5,2,123,2-May-04,FL,San Diego,"Palomar Mountain Divide Truck Trail, South of Highway 79, nearest town is Oak Grove.",33.3167,-116.7353,,1376,,cch2,urn:uuid:96a64f67-8122-4047-b338-a918450db9db,http://cch2.org/portal/collections/individual/index.php?occid=500177
