specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,datum,id,source,references
POM126450,1896-04-01,1896,4,1,92,33.04179,-116.86803,NA,4827,integrifolia,NA,San Diego,Ramona.,NA,WGS84,NA,cch1,NA
POM126452,1906-05-24,1906,5,24,144,32.8528,-116.616,NA,1609.34,integrifolia,NA,San Diego,Descanso.,NA,WGS84,NA,cch1,NA
POM14755,1913-04-06,1913,4,6,96,32.6948,-117.245,NA,3218.68,integrifolia,NA,San Diego,Point Loma.,NA,WGS84,NA,cch1,NA
POM155815,1903-04-26,1903,4,26,116,33.30764,-117.25945,NA,1609,integrifolia,NA,San Diego,"""Hills near Moro School, Falbrook.""",NA,WGS84,NA,cch1,NA
POM156599,1903-05-26,1903,5,26,146,32.6064,-116.469,NA,4827,integrifolia,NA,San Diego,Hills near Campo,NA,WGS84,NA,cch1,NA
POM182246,1932-05-15,1932,5,15,136,32.608056,-116.629167,915,NA,integrifolia,NA,San Diego,10 miles west of Campo.,NA,NA,NA,cch1,NA
POM229166,1937-05-07,1937,5,7,127,34.463112,-117.351939,976,1000,integrifolia,NA,San Bernardino,5 miles SW of Victorville.,NA,WGS84,NA,cch1,NA
POM248105,1941-04-19,1941,4,19,109,34.437156,-117.372033,NA,1200,integrifolia,NA,San Bernardino,8 miles SW of Victorville.,NA,WGS84,NA,cch1,NA
POM264311,1937-05-10,1937,5,10,130,33.647222,-117.337222,NA,NA,integrifolia,NA,Riverside,Lake Elsinore.,NA,NA,NA,cch1,NA
POM347129,1971-05-14,1971,5,14,134,34.230087,-117.469389,793,1000,integrifolia,NA,San Bernardino,"""San Gabriel Mountains, Lytle Creek Road, Lytle Creek Canyon, north of Fontana""",NA,WGS84,NA,cch1,NA
POM347132,1926-03-13,1926,3,13,72,33.876448,-117.687658,NA,3000,integrifolia,NA,Orange,Santa Ana Canyon.,NA,WGS84,NA,cch1,NA
POM46977,1919-06-03,1919,6,3,154,33.18032,-116.76919,1021,1610,integrifolia,NA,San Diego,"""Edge of woods, mesa Grande.""",NA,WGS84,NA,cch1,NA
POM47079,1924-05-10,1924,5,10,131,32.71389,-116.75889,NA,1609,integrifolia,NA,San Diego,Lions Valley.,NA,WGS84,NA,cch1,NA
POM48180,1924-05-11,1924,5,11,132,32.88958,-116.57607,1433,1610,integrifolia,NA,San Diego,Descanso Creek.,NA,WGS84,NA,cch1,NA
POM48804,1917-04-21,1917,4,21,111,34.4267,-117.301,NA,7800,integrifolia,NA,San Bernardino,"""Hesperia, Mohave Desert.""",NA,WGS84,NA,cch1,NA
POM6534,1919-05-30,1919,5,30,150,34.241699,-117.245801,NA,5000,integrifolia,NA,San Bernardino,"""Dark Canyon, San Bernardino Mts.""",NA,WGS84,NA,cch1,NA
POM6554,1919-04-12,1919,4,12,102,34.36844,-117.42656,1220,1600,integrifolia,NA,San Bernardino,"""Cajon Pass, north side.""",NA,NAD83,NA,cch1,NA
POM6902,1919-05-14,1919,5,14,134,34.256719,-117.491796,NA,10000,integrifolia,NA,San Bernardino,Lytle Creek Canyon.,NA,WGS84,NA,cch1,NA
POM7063,1919-04-05,1919,4,5,95,34.0872,-117.8135,274,1500,integrifolia,NA,Los Angeles,"""Puddingstone Canyon, near San Dimas.""",NA,WGS84,NA,cch1,NA
POM73427,1906-04-17,1906,4,17,107,33.0787,-116.602,1220,1609.34,integrifolia,NA,San Diego,Julian.,NA,WGS84,NA,cch1,NA
POM73920,1882-03-23,1882,3,23,82,33.37642,-117.25115,NA,4828.02,integrifolia,NA,San Diego,Fallbrook.,NA,WGS84,NA,cch1,NA
POM88484,1925-05-16,1925,5,16,136,32.87719,-116.44592,1524,402,integrifolia,NA,San Diego,"""Laguna Mountains, Laguna Camp""",NA,WGS84,NA,cch1,NA
RSA0011369,2013-03-16,2013,3,16,75,32.6639,-116.14568,1033,NA,integrifolia,NA,San Diego,The Jacumba Mountains; north side of Table Mountain.,NA,NAD83,NA,cch1,NA
RSA0043164,2012-05-21,2012,5,21,142,34.08484,-116.97716,1616,NA,integrifolia,NA,San Bernardino,"""Yucaipa Ridge; approximately 4 air miles northeast of the San Gorgonio Ranger station, or approximately 0.6 air mile northeast of Allen Peak.""",NA,NA,NA,cch1,NA
RSA0043193,2010-05-06,2010,5,6,126,34.16404,-116.94995,1553,NA,integrifolia,NA,San Bernardino,San Bernardino National Forest: the upper Santa Ana River watershed; along the Santa Ana River Trail approximately 0.25 air mile east of Mill Creek road.,NA,NA,NA,cch1,NA
RSA0043194,1995-04-25,1995,4,25,115,34.325,-117.422778,1067,NA,integrifolia,NA,San Bernardino,"""East of hwy. I-15 and Cajon Pass, via hwy. 138, Elliott's Ranch area.""",NA,NA,NA,cch1,NA
RSA0065634,2015-03-19,2015,3,19,78,34.42758,-118.18402,846,NA,integrifolia,NA,Los Angeles,"""San Gabriel Mountains: Arrastre Canyon, south of Acton.""",NA,NA,NA,cch1,NA
RSA0073978,2010-04-24,2010,4,24,114,32.726,-116.9404,125,NA,integrifolia,NA,San Diego,Rancho San Diego; US Fish & Wildlife Refuge; N side of San Miguel Mountains; W of Millar Ranch Road; 0.37 miles SSW of junction with highway 94 (Campo Road).,NA,NA,NA,cch1,NA
RSA12318,1934-04-15,1934,4,15,105,33.26802,-117.17116,122,1610,integrifolia,NA,San Diego,4 miles from Bonsall on road to Moosa Canyon.,NA,WGS84,NA,cch1,NA
RSA12926,1935-04-07,1935,4,7,97,33.5963,-117.4647,762,500,integrifolia,NA,Orange,"""San Juan Canyon, Ortega Hwy, 2 miles east Orange County.""",NA,WGS84,NA,cch1,NA
RSA180273,1965-04-04,1965,4,4,94,33.5051,-117.2834,NA,200,integrifolia,NA,Riverside,8 miles west of Murrieta-Tenaja Range.,NA,WGS84,NA,cch1,NA
RSA182182,1963-04-30,1963,4,30,120,34.167795,-117.68615,808,700,integrifolia,NA,Los Angeles,"""Evey Canyon, northeast of Claremont on road to Mt. Baldy.""",NA,WGS84,NA,cch1,NA
RSA226948,1971-06-05,1971,6,5,156,34.202078,-117.485313,1418,800,integrifolia,NA,San Bernardino,San Sevaine Cow Camp.,NA,WGS84,NA,cch1,NA
RSA233474,1969-05-29,1969,5,29,149,34.1632,-117.6823,701,16.0934,integrifolia,NA,San Bernardino,"""Angeles National Forest, at junction of Evey Canyon with San Antonio Canyon.""",NA,NAD83/WGS84,NA,cch1,NA
RSA24986,1941-04-29,1941,4,29,119,34.771617,-115.70569,1372,900,integrifolia,NA,San Bernardino,"""Mojave Desert, S side of Old Dad-Granite Mt. Range. East fork (upper portion) of Willow Spring Canyon""",NA,WGS84,NA,cch1,NA
RSA252917,1973-04-20,1973,4,20,110,34.451769,-117.764984,1280,500,integrifolia,NA,Los Angeles,"""San Gabriel Mts., Mojave Desert slopes: 3.2 miles S of Hwy 138 along Grandview Canyon Rd.""",NA,WGS84,NA,cch1,NA
RSA262102,1971-03-24,1971,3,24,83,33.625,-117.375,1220,NA,integrifolia,NA,Riverside,Main Divide Truck Trail between El Carriso and San Mateo Canyon. Cleveland National Forest.,NA,NA,NA,cch1,NA
RSA29712,1932-05-28,1932,5,28,149,34.214154,-117.667245,1113,300,integrifolia,NA,Los Angeles,San Gabriel Mtns.: Cascade Canyon off San Antonio Canyon.,NA,WGS84,NA,cch1,NA
RSA309677,1979-05-10,1979,5,10,130,34.283611,-117.344722,1037,1000,integrifolia,NA,San Bernardino,San Bernardino Mountains: Silverwood Lake Recreational Park on SW bay of lake.,NA,NA,NA,cch1,NA
RSA333764,1980-06-02,1980,6,2,154,34.325556,-117.267222,976,1000,integrifolia,NA,San Bernardino,"""Near Mojave River, S of Hesperia and 5.2 miles N of junction of Silverwood Lake and Hesperia roads.""",NA,NA,NA,cch1,NA
RSA336454,1978-05-04,1978,5,4,124,34.204211,-117.143464,500,750,integrifolia,NA,San Bernardino,San Bernardino National Forest: Along City Creek Road to Big Bear.,NA,WGS84,NA,cch1,NA
RSA421268,1949-06-18,1949,6,18,169,34.16018,-117.79704,854,100,integrifolia,NA,Los Angeles,"""Johnstone Peak, San Gabriel Mts.""",NA,WGS84,NA,cch1,NA
RSA421301,1902-05-01,1902,5,1,121,33.995556,-119.715,1220,NA,integrifolia,NA,Los Angeles,Vicinity of Elizabeth Lake. Pine Canyon.,NA,NA,NA,cch1,NA
RSA421302,1940-03-17,1940,3,17,77,34.3785,-118.5286,610,5000,integrifolia,NA,Los Angeles,Near Newhall,NA,WGS84,NA,cch1,NA
RSA421313,1903-03-30,1903,3,30,89,34.152867,-118.121454,NA,6700,integrifolia,NA,Los Angeles,"""Hillsides, Pasadena""",NA,WGS84,NA,cch1,NA
RSA421373,1944-04-09,1944,4,9,100,34.498,-119.241,NA,500,integrifolia,NA,Ventura,"""Nordhoff Peak, Ojai Valley.""",NA,NAD83,NA,cch1,NA
RSA421377,1979-05-05,1979,5,5,125,34.2909,-118.1705,915,800,integrifolia,NA,Los Angeles,"""Angeles Forest Highway 3 miles from jct. with Angeles Crest Hwy, ca. 30 yds. up a small stream.""",NA,WGS84,NA,cch1,NA
RSA421378,1933-04-02,1933,4,2,92,34.511496,-118.346151,NA,22000,integrifolia,NA,Los Angeles,Mint Canyon.,NA,WGS84,NA,cch1,NA
RSA421482,1976-06-26,1976,6,26,178,34.18511,-117.1419,1159,1600,integrifolia,NA,San Bernardino,10 miles WSW of Running Springs on State Highway 30.,NA,NAD83,NA,cch1,NA
RSA421483,1929-05-22,1929,5,22,142,34.3735,-117.6129,1067,2500,integrifolia,NA,San Bernardino,"""Sheep Creek Canyon, Mahave Desert.""",NA,WGS84,NA,cch1,NA
RSA421485,1932-06-10,1932,6,10,162,34.256449,-117.219894,1524,1000,integrifolia,NA,San Bernardino,"""Lake Arrowhead, Grass Valley.""",NA,WGS84,NA,cch1,NA
RSA421497,1938-05-29,1938,5,29,149,32.8433,-116.4806,NA,12070.05,integrifolia,NA,San Diego,Laguna Mt.,NA,WGS84,NA,cch1,NA
RSA421498,1925-06-08,1925,6,8,159,32.87988,-116.45768,NA,806,integrifolia,NA,San Diego,Laguna Lake region.,NA,WGS84,NA,cch1,NA
RSA43793,1949-06-01,1949,6,1,152,33.34176,-116.90197,NA,1367.939,integrifolia,NA,San Diego,"""Doane Valley, Palomar Mt.""",NA,WGS84,NA,cch1,NA
RSA574968,1994-04-08,1994,4,8,98,34.269167,-117.4625,823,NA,integrifolia,NA,San Bernardino,"""Eastern San Gabriel Mountains: Junction of Lone Pine Canyon & Cajon Canyon, 100 m W of Cajon Wash.""",NA,NA,NA,cch1,NA
RSA575409,1993-07-16,1993,7,16,197,34.209167,-117.508611,1622,1000,integrifolia,NA,San Bernardino,"""San Gabriel Mountains. San Sevaine Flats, near well.""",NA,NA,NA,cch1,NA
RSA579473,1994-05-10,1994,5,10,130,34.610556,-118.571944,668,NA,integrifolia,NA,Los Angeles,Warm Springs Mountain: at the confluence of a blueline drainage NNE off the face of Warm Springs Mtn; ca 1250 m WNW from the canyon's effluence into Elizabeth Lake Canyon,NA,NA,NA,cch1,NA
RSA580464,1994-05-11,1994,5,11,131,34.691944,-118.604167,1317,NA,integrifolia,NA,Los Angeles,Atmore Meadows: between Liebre and Sawmill Mountains; streams draining southward to the North Fork of Fish Canyon. (sections not demarcated).,NA,NA,NA,cch1,NA
RSA584043,1992-04-21,1992,4,21,112,34.220266,-117.716422,1317,500,integrifolia,NA,Los Angeles,"""Glendora Ridge Road: on the divide between upper East Fork San Dimas Canyon & Lower Cow Canyon, daining toward the latter""",NA,WGS84,NA,cch1,NA
RSA586935,1995-05-04,1995,5,4,124,33.4525,-116.956389,610,NA,integrifolia,NA,Riverside,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area. N slope of Agua Tibia Mtn., E of the Dripping Springs Alcove Area, N of the Woodchuck Trail.""",NA,NA,NA,cch1,NA
RSA587321,1995-06-13,1995,6,13,164,33.3966,-116.973,1049,241.401,integrifolia,NA,San Diego,"""NW Palomar Mountains; Agua Tibia Mountains; Cleveland National Forest, Agua Tibia Wilderness Area, W slope of Agua Tibia Mountains, SSW of Crosley Saddle., N branch of upper Agua Tibia Creek, at confluences of two large drainages from the E. North of the wilderness boundary. T9S R1W NE/4 NW/4 Sec.15.""",NA,WGS84,NA,cch1,NA
RSA592849,1996-05-01,1996,5,1,122,34.691667,-118.55,1524,NA,integrifolia,NA,Los Angeles,"""Liebre Mountains, Sawmill Mountain, upper slopes and summit at head of Heryford Canyon, east of the junction of 7N23 and 7N08.""",NA,NA,NA,cch1,NA
RSA597259,1968-06-14,1968,6,14,166,34.2034,-117.487,1433,160.934,integrifolia,NA,San Bernardino,San Gabriel Mountains. San Sevaine Cow Camp.,NA,NAD83/WGS84,NA,cch1,NA
RSA598950,1970-04-04,1970,4,4,94,34.159237,-117.827908,412,800,integrifolia,NA,Los Angeles,"""in and near Glendora Wilderness Park, Big Dalton Canyon""",NA,WGS84,NA,cch1,NA
RSA599257,1997-03-31,1997,3,31,90,34.687167,-118.662278,914,NA,integrifolia,NA,Los Angeles,"""Liebre Mountains region: Knapp Ranch area at upper end of Castaic Creek drainage in broad alluvial valley at head of Cienaga Canyon, south of Liebre Mountain""",NA,NA,NA,cch1,NA
RSA599470,1997-04-01,1997,4,1,91,34.692417,-118.604222,1317,NA,integrifolia,NA,Los Angeles,Liebre Mountains region: Atmore Meadows area at the southeastern end of Liebre Mountain in a tributary drainage to the North Fork Fish Canyon.,NA,NA,NA,cch1,NA
RSA600077,1997-05-20,1997,5,20,140,34.691417,-118.55475,1341,NA,integrifolia,NA,Los Angeles,"""Liebre Mountains region: Northern flank of Sawmill Mountain, upper Heryford Canyon drainage, just northeast of Sawmill Summit at the junction of Forest Service roads 7N23 and 7N08.""",NA,NA,NA,cch1,NA
RSA607224,1968-05-31,1968,5,31,152,34.300557,-117.979918,1128,400,integrifolia,NA,Los Angeles,San Gabriel Mountains: Devil's Canyon.,NA,WGS84,NA,cch1,NA
RSA609597,1968-05-09,1968,5,9,130,34.203889,-117.406667,622,1000,integrifolia,NA,San Bernardino,San Gabriel Mountains: NW end of Muscupiabe,NA,NA,NA,cch1,NA
RSA613142,1997-03-06,1997,3,6,65,33.4384,-117.0758,396,1000,integrifolia,NA,Riverside,"""NW Palomar Mountains, Agua Tibia Mountains: Pechanga Indian Reservation. Area between a newly established firebreak on the south end of the Reservation, west of Magee Truck Trail and upper Pala Creek.""",NA,NAD83,NA,cch1,NA
RSA615510,1967-05-18,1967,5,18,138,34.3781,-118.4578,518,1000,integrifolia,NA,Los Angeles,San Gabriel Mountains: Placerita Canyon.,NA,WGS84,NA,cch1,NA
RSA618787,1973-04-20,1973,4,20,110,34.449722,-118.158333,945,NA,integrifolia,NA,Los Angeles,San Gabriel Mountains: Aliso Canyon approximately 1/2 mile east of Blum Ranch.,NA,NA,NA,cch1,NA
RSA655478,1998-05-12,1998,5,12,132,34.374722,-117.45,1250,1000,integrifolia,NA,San Bernardino,"""Mojave Desert: Baldy Mesa, Lugo-Vincent Powerline (S Cal. Edison), ca. 1 mi. W of I-15 and N of Cajon Summit)""",NA,NA,NA,cch1,NA
RSA666506,1993-03-28,1993,3,28,87,34.189167,-117.271389,600,NA,integrifolia,NA,San Bernardino,"""San Bernardino Mountains: Waterman Canyon, 1 km W of Arrowhead Hot Spr. Hotel, at & below the 1st stream Xing of Old Waterman C. Rd.""",NA,NA,NA,cch1,NA
RSA66658,1924-05-16,1924,5,16,137,34.1862,-117.6608,NA,1684,integrifolia,NA,Los Angeles,Stoddard Canyon,NA,WGS84,NA,cch1,NA
RSA69060,1938-04-27,1938,4,27,117,33.27763,-116.85549,1050,402.335,integrifolia,NA,San Diego,"""Cedar Creek Bridge, Alt 1050m. San Diego County.""",NA,WGS84,NA,cch1,NA
RSA69363,1951-06-05,1951,6,5,156,33.33853,-116.8983,1372,1609,integrifolia,NA,San Diego,Doan Valley.,NA,WGS84,NA,cch1,NA
RSA699273,1934-04-28,1934,4,28,118,33.7806,-117.5871,NA,1000,integrifolia,NA,Orange,Ladd Canyon-Santa Ana Mts. PR8.,NA,WGS84,NA,cch1,NA
RSA701641,2001-03-16,2001,3,16,75,32.628333,-116.11,1046,NA,integrifolia,NA,Imperial,"""Jacumba Natural Area, In-ko-pah Mountains, near SmugglerAs Cove.""",NA,NA,NA,cch1,NA
RSA708611,2001-05-16,2001,5,16,136,34.19525,-118.206583,457,NA,integrifolia,NA,Los Angeles,Northern San Rafael Hills: Liz's Loop (Edison Road) to Cherry Canyon Fire Road.,NA,NA,NA,cch1,NA
RSA725200,2005-05-06,2005,5,6,126,34.42548,-117.80429,1444,NA,integrifolia,NA,Los Angeles,"""Off Big Pines Hwy (Road N) on the N side of the San Gabriel Mountains. Near Shoemaker Canyon. Along ridge, wash and roadside.""",NA,NA,NA,cch1,NA
RSA729397,1998-05-23,1998,5,23,143,34.301389,-117.495833,1335,1000,integrifolia,NA,San Bernardino,"""Ralston Peak, on southern ridge.""",NA,NA,NA,cch1,NA
RSA729927,1998-04-26,1998,4,26,116,34.187778,-117.721111,1317,NA,integrifolia,NA,Los Angeles,"""Browns Flat, San Dimas Experimental Forest""",NA,NA,NA,cch1,NA
RSA729936,1999-06-25,1999,6,25,176,34.195833,-117.716667,1159,NA,integrifolia,NA,Los Angeles,"""San Gabriel Mtns.: Fern Canyon at falls, c. 1,7 mi. east of confluence with upper East Fork San Dimas Canyon""",NA,NA,NA,cch1,NA
RSA730888,2008-05-01,2008,5,1,122,35.418611,-118.256111,1372,1000,integrifolia,NA,Kern,"""Piute Mountains, lower Esperanza Canyon at eastern base of Sorrell Peak and western edge of Kelso Valley.""",NA,NA,NA,cch1,NA
RSA733241,2005-06-29,2005,6,29,180,32.9144,-116.4578,1660,NA,integrifolia,NA,San Diego,"""Laguna Mountains: Clevelad National Forest; vicinity of Penny Pines above Storm Canyon, E of Sunrise highway and W of the Pacific Crest Trail, Sw of Garnet Peak.""",NA,NA,NA,cch1,NA
RSA733465,2007-03-25,2007,3,25,84,32.7547,-116.6622,635,NA,integrifolia,NA,San Diego,"""Cleveland National Forest: Pine Creek Wilderness; north of Barrett Lake, southeast of Alpine north of the Horsethief Canyon Trailhead on Lyons Valley Road, along a trail in the bottom of Horsethief Canyon not that this area was partially burned in 2006.""",NA,NA,NA,cch1,NA
RSA733768,2000-06-19,2000,6,19,171,34.223611,-117.901944,1384,NA,integrifolia,NA,Los Angeles,"""Pine Mountain, north of Azusa.""",NA,NA,NA,cch1,NA
RSA75866,1919-04-16,1919,4,16,106,34.232825,-117.434089,686,2000,integrifolia,NA,San Bernardino,South slope of Cajon Pass.,NA,WGS84,NA,cch1,NA
RSA75878,1925-05-12,1925,5,12,132,32.59699,-116.65411,686,4827,integrifolia,NA,San Diego,Potrero Grade,NA,WGS84,NA,cch1,NA
RSA75880,1930-05-11,1930,5,11,131,33.2417,-116.7631,854,402.335,integrifolia,NA,San Diego,Henshaw Dam.,NA,WGS84,NA,cch1,NA
RSA75881,1924-05-16,1924,5,16,137,34.204263,-117.124695,1524,1000,integrifolia,NA,San Bernardino,"""City Creek Road, Fredalba, San Bernardino Mts.""",NA,WGS84,NA,cch1,NA
RSA75884,1925-03-18,1925,3,18,77,34.32692,-118.502841,381,1600,integrifolia,NA,Los Angeles,South slope of Newhall Grade between Saugus and San Fernando Valley,NA,WGS84,NA,cch1,NA
RSA768634,2010-04-13,2010,4,13,103,34.04398,-116.71046,1188,NA,integrifolia,NA,San Bernardino,"""Whitewater Canyon Bioblitz: At saddle just east of Wathier Landing, [from] near 34.04398N, 116.71046W. Surveyed along old road in a southeast direction to 34.03946N, 116.70286W., Northeast facing slope of mountain, within northwest section of Catclaw Flat.""",NA,NA,NA,cch1,NA
RSA769524,2010-05-10,2010,5,10,130,33.64496,-116.65589,1349,NA,integrifolia,NA,Riverside,"""San Bernardino National Forest: Garner Valley, approximately 1.1 air mile southeast of junction of forest service road 6S13 and forest service road 6S04.""",NA,NA,NA,cch1,NA
RSA780656,2010-06-01,2010,6,1,152,34.16851,-116.96044,1462,NA,integrifolia,NA,San Bernardino,"""Along Santa Ana River, just S of Forest Service Rd IN09""",NA,NAD83,NA,cch1,NA
RSA798328,2013-03-26,2013,3,26,85,33.0633,-117.1004,130,NA,integrifolia,NA,San Diego,Lake Hodges: south of Escondido; southeast of the intersection of Lake Drive and Beech Lane; along the north side of Lake southeast of the boat ramp.,NA,NA,NA,cch1,NA
SBBG114359,2001-05-18,2001,5,18,138,34.694,-118.857,1021,1000,integrifolia,NA,Ventura,"""Piru flood plain, 1 mi N of Hardluck Cmpgrd at first major bend in crk""",NA,NA,NA,cch1,NA
SBBG117353,1941-04-11,1941,4,11,101,37.482,-120.021,609,1000,integrifolia,NA,Mariposa,"""near Agua Fria Crk along St Hwy 140, ca. 6 mi W of Mariposa""",NA,NA,NA,cch1,NA
SBBG121241,2001-05-16,2001,5,16,136,34.193889,-118.205833,457,1000,integrifolia,NA,Los Angeles,Liz's Loop (Edison Rd) to Cherry Cyn Fire Rd; northern San Rafael Hills,NA,WGS84,NA,cch1,NA
SBBG122441,2000-04-01,2000,4,1,92,34.4106,-119.2432,304,1000,integrifolia,NA,Ventura,"""Rancho de Cielo, NW side of Sulphur Mtn, between Clark Ranch Rd and Sulphur Mtn Rd""",NA,NA,NA,cch1,NA
SBBG122442,2000-05-13,2000,5,13,134,34.5192,-118.7639,502,1000,integrifolia,NA,Ventura,trail from Pothole Spring to Log Cabin Cmpgrd (USFS 18W04),NA,NA,NA,cch1,NA
SBBG122480,1995-05-19,1995,5,19,139,34.4535,-118.849,670,1000,integrifolia,NA,Ventura,"""trail to Tom's Cabin; Hopper Mtn Nat Wildlife Refuge, Sespe Condor Sanctuary""",NA,NA,NA,cch1,NA
SBBG125441,2010-06-16,2010,6,16,167,34.2795,-118.027,1295,200,integrifolia,NA,Los Angeles,"""upper Big Tujunga Cyn, 0.3 km ENE of Shortcut Station, 0.7 km N of St Hwy 2, San Gabriel Mtns""",NA,NA,NA,cch1,NA
SBBG127047,2011-07-05,2011,7,5,186,34.2785,-118.072,1665,200,integrifolia,NA,Los Angeles,"""rd to Barley Flats, 3.9 km W of Shortcut Station, 1.1 km N of St Hwy 2; San Gabriel Mtns""",NA,NA,NA,cch1,NA
SBBG17321,1963-05-31,1963,5,31,151,34.486,-119.5638,609,750,integrifolia,NA,Santa Barbara,Escondido Cyn Camp on Pendola Flat Rd ca. 3.3 mi N from Romero Cyn saddle,NA,NA,NA,cch1,NA
SBBG23031,1965-05-08,1965,5,8,128,34.7558,-119.9827,1127,1000,integrifolia,NA,Santa Barbara,N side of Figueroa Mtn near Zaca Ridge rd to Catway,NA,NA,NA,cch1,NA
SBBG24491,1966-05-24,1966,5,24,144,34.942,-120.1995,457,5400,integrifolia,NA,Santa Barbara,Colson Cyn,NA,NA,NA,cch1,NA
SBBG27701,1967-06-10,1967,6,10,161,34.251,-117.183,1615,1000,integrifolia,NA,San Bernardino,above S end of Lake Arrowhead,NA,NA,NA,cch1,NA
SBBG39007,1966-04-07,1966,4,7,97,34.48,-119.564,NA,2300,integrifolia,NA,Santa Barbara,"""Escondido Crk and spring, off Juncal Rd""",NA,NA,NA,cch1,NA
SBBG6133,1945-04-07,1945,4,7,97,34.4575,-119.6915,304,1500,integrifolia,NA,Santa Barbara,Rattlesnake Cyn,NA,NA,NA,cch1,NA
SBBG6143,1934-04-04,1934,4,4,94,34.426,-117.3,NA,5000,integrifolia,NA,San Bernardino,near Hesperia,NA,NA,NA,cch1,NA
SBBG6144,1939-04-04,1939,4,4,94,34.426,-117.3,NA,NA,integrifolia,NA,San Bernardino,Hesperia,NA,NA,NA,cch1,NA
SBBG6145,1937-03-11,1937,3,11,70,33.0124,-116.5613,NA,6435,integrifolia,NA,San Diego,Cuyamaca Rd above Julian,NA,WGS84,NA,cch1,NA
SBBG64772,1929-04-26,1929,4,26,116,34.4227,-118.5409,NA,4000,integrifolia,NA,Los Angeles,Soledad Cyn,NA,NA,NA,cch1,NA
SBBG64777,1945-03-25,1945,3,25,84,34.469,-119.231,NA,2000,integrifolia,NA,Ventura,Foothill Trail,NA,NA,NA,cch1,NA
SBBG64792,1929-05-31,1929,5,31,151,34.7438,-119.985,NA,1900,integrifolia,NA,Santa Barbara,Figueroa Mtn,NA,NA,NA,cch1,NA
SBBG64803,1928-03-02,1928,3,2,62,34.442,-119.701,NA,2300,integrifolia,NA,Santa Barbara,Mission Ridge; Santa Barbara,NA,NA,NA,cch1,NA
SBBG64807,1925-05-02,1925,5,2,122,34.5235,-119.7933,NA,1000,integrifolia,NA,Santa Barbara,Knapp's Lodge,NA,NA,NA,cch1,NA
SBBG82149,1967-05-24,1967,5,24,144,35.0026,-120.2041,NA,3600,integrifolia,NA,Santa Barbara,Buckhorn Cyn off Hwy 166,NA,NA,NA,cch1,NA
SD176710,2006-05-10,2006,5,10,130,33.2395,-116.6631,900,NA,integrifolia,NA,San Diego,"""Warner Springs area, Vista Irrigation District land, in wash south of S-2 (San Felipe Rd) ca. 1 mile SE of S-2's intersection with SR-79.""",NA,NA,NA,cch1,NA
SD215562,1967-05-15,1967,5,15,135,34.3631,-118.5054,456,500,integrifolia,NA,Los Angeles,"""San Gabriel Mountains, east side Elsmere Canyon near mouth.""",NA,WGS84,NA,cch1,NA
SD244363,2015-02-24,2015,2,24,55,33.3572,-117.3504,139,NA,integrifolia,NA,San Diego,Camp Pendleton: central portion of Base; India Training Area; north of Basilone Rd. & east of Roblar Rd.; along a trail in a canyon bottom,NA,NA,NA,cch1,NA
SD261570,1917-05-12,1917,5,12,132,32.68267,-116.69306,700,NA,integrifolia,NA,San Diego,Cleveland National Forest: Barber Mountain area: west of Barrett Lake and southeast of the junction of Honey Springs Road and Lyons Valley Road; along Forest Rte. 17S10/Barber Mountain Road; along stream in rocky canyon,NA,NA,NA,cch1,NA
SD262013,1917-03-14,1917,3,14,73,33.38229,-117.28723,245,NA,integrifolia,NA,San Diego,"""Fallbrook Naval Weapons Station: west of Fallbrook; North Magazine, north of Ammunition Road; northwestern part of station; on the northwestern slope of the highest peak on the station""",NA,NA,NA,cch1,NA
SDSU6124,1941-05-16,1941,5,16,136,32.6513,-116.383,NA,NA,integrifolia,NA,San Diego,Campo to Boulevvard Highway.,NA,NA,NA,cch1,NA
