id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
3182148,UCJEPS,,,PreservedSpecimen,478d8924-52c6-4124-9cc4-ecb113cb951a,JEPS77206,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Robert M. Lloyd",,2353,1963-04-24,1963,4,24,114,,"Apr 24 1963","Duplicated in main UC/Jeps Herbarium","open grassy hilltop",,"petals white, veins dark blue",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Marin,,"on Bolinas Road 5 mi s Fairfax",,0,,37.961857,-122.62954,NAD27,4188,,,,"Terrain Navigator 1:24,000",,,274,,,,,"900 ft",,,,"2012-05-30 08:53:03",478d8924-52c6-4124-9cc4-ecb113cb951a,46,urn:uuid:7e8b8614-3688-4231-b6c0-120e2f285be8,http://cch2.org/portal/collections/individual/index.php?occid=3182148
3182639,UCJEPS,,,PreservedSpecimen,2f8bd837-9196-4855-a8cc-6c7c334b5d93,JEPS1795,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Alice King",,,1908-01-01,1908,1,1,1,366,1908,"county supplied by Wetherwax; date as ""1908",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Sacramento,,Sacramento,,0,,,,,,,,,,,,,,,,,,,,,"2012-05-30 10:07:11",2f8bd837-9196-4855-a8cc-6c7c334b5d93,46,urn:uuid:4ef63d31-2da7-4acf-8485-e37c81dbeeb9,http://cch2.org/portal/collections/individual/index.php?occid=3182639
3185266,UCJEPS,,,PreservedSpecimen,41b6eac1-bbae-4f59-af51-a3f848eaff35,UC1541101,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Clifton F. Smith",,2569,1950-03-18,1950,3,18,77,,"Mar 18 1950",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Kern,,"about 0.8 mi off Highway 399 (along Soda Lake Road to Carrizo Plain, near San Luis Obispo County line); along Soda Lake Road to Carrizo Plain",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-31 14:45:50",41b6eac1-bbae-4f59-af51-a3f848eaff35,46,urn:uuid:6294cb16-b569-4e57-8f3c-d9f50a7af640,http://cch2.org/portal/collections/individual/index.php?occid=3185266
3186619,UCJEPS,,,PreservedSpecimen,d830703d-718b-4db3-b70c-75c7bc3506e0,UC310223,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Philip A. Munz",,10123,1926-04-08,1926,4,8,98,,"Apr 8 1926","Coll. No. somewhat illeg. could be ""16,123","dryi slope",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"San Luis Obispo",,"Paso Robles",,0,,35.630681,-120.675571,WGS84,4500,,"CalPoly A",,GEOLocate,,"georef from 2006-2015 archive backup file; Tue Jun 30 17:33:26 2015",,,,,,,,,,"2012-05-31 17:39:40",d830703d-718b-4db3-b70c-75c7bc3506e0,46,urn:uuid:04feec5c-fa4a-42c4-b95c-bb3bd857bcc6,http://cch2.org/portal/collections/individual/index.php?occid=3186619
3187621,UCJEPS,,,PreservedSpecimen,f537f05f-2337-466e-95b7-fef512bae000,UC572488,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"D. Axelrod",,238,1935-04-27,1935,4,27,117,,"Apr 27 1935",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"San Bernardino",,"3 mi se of mouth Deep Creek (eight mi se of Hesperia); Deep Creek Quad., San Bernardino NF, se of Deep Creek",,0,,34.316,-117.1982,NAD27,805,"TRS: 3N3W28",,,trs2LL,,,1386,,,,,"4550 ft",,,,"2012-05-31 19:05:37",f537f05f-2337-466e-95b7-fef512bae000,46,urn:uuid:efe8f226-3616-4248-8466-5d90a56647f1,http://cch2.org/portal/collections/individual/index.php?occid=3187621
3187814,UCJEPS,,,PreservedSpecimen,1a7ba4d1-0604-4010-a874-67dd6e5f8181,UC606901,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"L. Constance, H. L. Mason",,2032,1938-03-24,1938,3,24,83,,"Mar 24 1938",,"rocky open sw slope w/Baccharis & Artemisia",,"corollas with or without blue periphery, all punctate or venose centrally",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Alameda,,"head Claremont Creek , head Claremont Creek (s slope Berkeley Hills)",,0,,37.86369,-122.234085,NAD27,1971,,,,"Terrain Navigator 5.03 1:24000",,,335,,,,,"1100 ft",,,,"2012-05-31 19:43:53",1a7ba4d1-0604-4010-a874-67dd6e5f8181,46,urn:uuid:9bfd0582-1159-4b91-a45e-f8182852e67d,http://cch2.org/portal/collections/individual/index.php?occid=3187814
3187817,UCJEPS,,,PreservedSpecimen,b493101d-3aa9-4b2b-8861-c34f10540338,UC606905,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"L. Constance, R. F. Hoover",,2052,1938-04-02,1938,4,2,92,,"Apr 2 1938",,"grassy n slope in Quercus agrifolia",,"corolla with deep blue periphery, spotted & venose centrally",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Monterey,,"5 mi n Jamesburg (Hastings Reservation, Carmel Valley); South Coast Ranges, Carmel Valley, Hastings Reservation",,0,,,,,,,,,,,,548,,,,,"1800 ft",,,,"2012-05-31 19:43:53",b493101d-3aa9-4b2b-8861-c34f10540338,46,urn:uuid:337711af-0cce-4503-bc3d-c00f75a25613,http://cch2.org/portal/collections/individual/index.php?occid=3187817
3188037,UCJEPS,,,PreservedSpecimen,03c13dbd-6471-48e0-beea-d6a44da150c2,UC660076,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"W. C. McCalla",,5732,1940-04-04,1940,4,4,95,,"Apr 4 1940","county supplied by Wetherwax","moist meadow",,"corolla bright blue with purple veins",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Sacramento,,"ne Sacramento; ne of Sacramento",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-31 20:11:45",03c13dbd-6471-48e0-beea-d6a44da150c2,46,urn:uuid:da5bb37e-cbda-4efd-9d25-94364b562e51,http://cch2.org/portal/collections/individual/index.php?occid=3188037
3188164,UCJEPS,,,PreservedSpecimen,dacda68b-4e22-47dc-acd2-3edb59ab7f21,UC67067,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H. P. Chandler",,1036,,,,,,,,"no location information given beyond county",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Mendocino,,,,0,,,,,,,,,,,,,,,,,,,,,"2012-05-31 20:44:13",dacda68b-4e22-47dc-acd2-3edb59ab7f21,46,urn:uuid:28e359b4-121e-4205-9b30-ce7b4f30fa7a,http://cch2.org/portal/collections/individual/index.php?occid=3188164
3189129,UCJEPS,,,PreservedSpecimen,ddb09137-d880-4215-b9f4-2ed8b4aa8589,UC880916,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Alice Eastwood",,6843,1915-05-01,1915,5,1,121,,"May 1, 1915","county supplied by Wetherwax; date as ""May 1, 1915",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Sonoma,,"Mt. St. Helena",,0,,,,,,,,,,,,,,,,,,,,,"2019-11-08 10:49:55",ddb09137-d880-4215-b9f4-2ed8b4aa8589,46,urn:uuid:26f6fe6b-0a27-4db7-889c-877955a90b45,http://cch2.org/portal/collections/individual/index.php?occid=3189129
3189169,UCJEPS,,,PreservedSpecimen,1c4db377-be83-42aa-9155-583c0d1327ad,UC880870,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Lewis S. Rose",,38174,1938-04-19,1938,4,19,109,,"Apr 19 1938",,"open slopes",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"San Benito",,"8 mi s Panoche (Griswold Canyon); , s of Panoche",,0,,36.50766,-120.82507,NAD27,1783,,,,"Terrain Navigator 5.03 1:24000",,,487,,,,,"1600 ft",,,,"2012-05-31 23:09:34",1c4db377-be83-42aa-9155-583c0d1327ad,46,urn:uuid:22b13ac6-3d9f-42b6-8ab1-cd9d64bcf78d,http://cch2.org/portal/collections/individual/index.php?occid=3189169
3190580,UCJEPS,,,PreservedSpecimen,ef4a815a-8a31-44ef-a541-da33abcc0925,UC1239740,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Joseph P. Tracy",,15720,1938-04-16,1938,4,16,106,,"Apr 16 1938",,,,"corolla light blue veined with deeper blue",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Mendocino,,"6 mi n Calpella (Redwood Valley); n of Calpella, Redwood Valley",,0,,39.313034,-123.215904,NAD27,3232,,,,"Terrain Navigator (inferred)",,(inferred),213,,,,,"700 ft",,,,"2017-08-22 15:35:38",ef4a815a-8a31-44ef-a541-da33abcc0925,46,urn:uuid:dc2a47bf-addf-4c9f-841c-c3fdb4fa2583,http://cch2.org/portal/collections/individual/index.php?occid=3190580
3193559,UCJEPS,,,PreservedSpecimen,5ec9afbb-d28d-4136-8a9e-27c7bc16900c,JEPS3131,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Mary L. Bowerman",,557,1931-03-08,1931,3,8,67,,"Mar 8 1931",,,,"flowers blue",,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Contra Costa",,"w bank Mitchell Canyon, Mount Diablo Mount Diablo, Mitchell Canyon",,0,,37.900337,-121.9519,NAD27,2229,,,,"Terrain Navigator Pro 1:24,000",,,304,,,,,"1000 ft",,,,"2012-05-29 20:02:56",5ec9afbb-d28d-4136-8a9e-27c7bc16900c,46,urn:uuid:8a0feb06-ae94-4e35-8b0c-fcc6de5d0c57,http://cch2.org/portal/collections/individual/index.php?occid=3193559
3195136,UCJEPS,,,PreservedSpecimen,2021134c-16bc-4f64-a72a-aa881922ddfb,JEPS1886,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Ruby Van Deventer",,87,1938-04-17,1938,4,17,107,,"Apr 17 1938",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Del Norte",,"Bonner Flat , Bonner Flat (Gasquet-Low Divide Trail)",,0,,41.880707,-123.995575,NAD27,8060,,,,"Terrain Navigator 1:24,000",,,152,,,,,"500 ft",,,,"2012-05-30 10:45:02",2021134c-16bc-4f64-a72a-aa881922ddfb,46,urn:uuid:ed9c54dd-8605-43d0-94eb-70f8da900d5e,http://cch2.org/portal/collections/individual/index.php?occid=3195136
3195175,UCJEPS,,,PreservedSpecimen,4eef7921-56ba-4a24-a633-8762d3ee1636,JEPS1498,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Eleanor Armstrong",,673,1933-04-01,1933,4,1,91,,"Apr 01 1933","date as ""4/1/33","on open hillsides",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Santa Clara",,Robertsville,,0,,37.26333,-121.87528,,,,,,,,,106,,,,,"350 ft",,,,"2012-05-30 10:45:00",4eef7921-56ba-4a24-a633-8762d3ee1636,46,urn:uuid:f131a258-06dc-4c38-8306-6afbd9a69b05,http://cch2.org/portal/collections/individual/index.php?occid=3195175
3198711,UCJEPS,,,PreservedSpecimen,ad719ce8-7f7b-4ba9-b06a-25e3a6f56614,UC24215,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Michener, Bioletti",,,1890-01-01,1890,1,1,1,365,1890s,"date as ""Mch. 189",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Marin,,"Angel Is.",,0,,37.86278,-122.43083,NAD27,1658,,,,"Terrain Navigator 5.03 USGS 1:24000",,,,,,,,,,,,"2012-05-31 17:20:53",ad719ce8-7f7b-4ba9-b06a-25e3a6f56614,46,urn:uuid:f94712f1-05f8-41ba-b20e-501d8a111300,http://cch2.org/portal/collections/individual/index.php?occid=3198711
3199808,UCJEPS,,,PreservedSpecimen,0685446f-8236-4b57-aead-eb47fd59c18b,UC56413,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Ernest Braunton",,836,1903-03-01,1903,3,1,60,90,"Mar 1903","date as ""Mch 1903",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Los Angeles",,"Elysian Park",,0,,34.07944,-118.23667,,,,,,,,,,,,,,,,,,"2012-05-31 18:59:46",0685446f-8236-4b57-aead-eb47fd59c18b,46,urn:uuid:a72d855f-84fb-4068-93cf-1756709d3682,http://cch2.org/portal/collections/individual/index.php?occid=3199808
3200544,UCJEPS,,,PreservedSpecimen,3e9372c1-080d-4586-b631-a390fb4c2acd,UC67147,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Harley P. Chandler",,595,1900-03-23,1900,3,23,82,,"Mar 23 1900",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Contra Costa",,"Briones Hills San Francisco Bay Region, Briones Hills",,0,,37.94306,-122.14556,,,,,,,,,,,,,,,,,,"2012-05-31 20:44:13",3e9372c1-080d-4586-b631-a390fb4c2acd,46,urn:uuid:3fddf843-424a-48ff-870e-e20c05210d35,http://cch2.org/portal/collections/individual/index.php?occid=3200544
3204854,UCJEPS,,,PreservedSpecimen,781a8d35-80fd-4513-8bfe-d0ffd100cf2d,JEPS60186,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Lawrence R. Heckard",,2167,1969-04-24,1969,4,24,114,,"Apr 24 1969",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Riverside,,"along highway 79 about 2 1/2 mi s Sage; s of Sage",,0,,,,,,,,,,,,,,,,,,,,,"2019-11-25 14:34:09",781a8d35-80fd-4513-8bfe-d0ffd100cf2d,46,urn:uuid:1f6f8920-f704-45fa-8bf8-a0c1cbe55d95,http://cch2.org/portal/collections/individual/index.php?occid=3204854
3205205,UCJEPS,,,PreservedSpecimen,747b88a2-6126-4645-a4b8-4d4633cd235f,JEPS18372,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,,,,,,,,"Rimo Bacigalupi, F. Chisaki, P. Hutchison",,5778,1957-04-03,1957,4,3,93,,"Apr 3 1957","Duplicated in main UC/Jeps Herbarium","sandy soil, top of first low hill across canyon",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"San Diego",,"ne La Jolla (top of first low hill across canyon ne of Soledad Mountain); ne of Soledad Mountain, ne of La Jolla",,0,,,,,,,,,,,,124,,,,,"410 ft",,,,"2012-05-29 16:40:58",747b88a2-6126-4645-a4b8-4d4633cd235f,46,urn:uuid:cfa146d3-e92b-4962-9947-85aa6b56af8b,http://cch2.org/portal/collections/individual/index.php?occid=3205205
3208026,UCJEPS,,,PreservedSpecimen,25978185-c4d3-406c-b25f-95d12450d58d,UC1069173,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"A. D. Gifford",,515,1935-03-27,1935,3,27,86,,"Mar 27 1935",,"Veg. Type: Chn, Ef, Atr ; nw slope",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Los Angeles",,"2 3/4 mi nne Sawmill Peak; Tejon Quad., nne of Sawmill Peak",,0,,34.7257,-118.5443,NAD27,805,"TRS: 7N16W2",,,trs2LL,,,1219,,,,,"4000 ft",,,,"2012-05-30 21:30:15",25978185-c4d3-406c-b25f-95d12450d58d,46,urn:uuid:fe004fc9-2679-4b83-966d-35f7590240c3,http://cch2.org/portal/collections/individual/index.php?occid=3208026
3210919,UCJEPS,,,PreservedSpecimen,c3255cec-a49e-48a4-b5fd-f11a5205da45,UC197341,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"C. F. Sonne",,,1887-04-01,1887,4,1,91,120,"April 1887","date as ""April 1887""",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Marin,,"Ross Valley",,0,,37.94889,-122.54389,,,,,,,,,,,,,,,,,,"2012-05-31 17:04:10",c3255cec-a49e-48a4-b5fd-f11a5205da45,46,urn:uuid:89d70e0d-3ff7-4023-bacf-4563a1a8874f,http://cch2.org/portal/collections/individual/index.php?occid=3210919
3211143,UCJEPS,,,PreservedSpecimen,41337df9-f252-4040-8955-fabfdc67edcd,UC24205,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"State Survey",,2520,1800-01-01,1800,1,1,1,365,1800s,"date as ""18; "" Coll. by William Holder..Oakland, Alameda Co. according to L. Constance 1938",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Alameda,,Oakland,,0,,37.80444,-122.26972,,,,,,,,,,,,,,,,,,"2012-05-31 17:20:53",41337df9-f252-4040-8955-fabfdc67edcd,46,urn:uuid:38e1ce70-a18b-4204-8f74-02cdba72fce3,http://cch2.org/portal/collections/individual/index.php?occid=3211143
3211193,UCJEPS,,,PreservedSpecimen,7fb665f3-42ca-4181-8701-2e082d4e6a40,UC24233,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Carl Purdy",,,1821-01-01,1821,1,1,1,366,"before 1897","date as ""Rec'd 1897",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Mendocino,,"near Ukiah; near Ukiah",,0,,39.15028,-123.20667,,,,,,,,,,,,,,,,,,"2012-05-31 17:20:53",7fb665f3-42ca-4181-8701-2e082d4e6a40,46,urn:uuid:421ed9e4-d190-4836-a727-c58e43422284,http://cch2.org/portal/collections/individual/index.php?occid=3211193
3212257,UCJEPS,,,PreservedSpecimen,e911995f-7b0d-4471-9a5a-f4df382e34ea,UC571711,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Lois Chambers",,99,1933-03-30,1933,3,30,89,,"Mar 30 1933",,"wooded slope",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Santa Clara",,"Arroyo Mocho near headwaters (Mount Hamilton Range); , Arroyo Mocho",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-31 19:05:34",e911995f-7b0d-4471-9a5a-f4df382e34ea,46,urn:uuid:a1d0389e-fe07-43ea-bafe-e6ad54fe131f,http://cch2.org/portal/collections/individual/index.php?occid=3212257
3212540,UCJEPS,,,PreservedSpecimen,20a34331-98be-4eb7-a3c2-93d5b193fa55,UC606954,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Mildred Mathias",,1340,1938-05-07,1938,5,7,127,,"May 7 1938",,"grassy slopes under Quercus",,"corllas blue with white centers",,,,,,Flowering/Fruiting,,,,,,,"United States",California,Kern,,"6 mi n Caliente; n of Caliente",,0,,35.331085,-118.58599,NAD27,3232,,,,"Terrain Navigator",,,,,,,,,,,,"2012-05-31 19:43:53",20a34331-98be-4eb7-a3c2-93d5b193fa55,46,urn:uuid:3a3c45e6-eaf8-4f3f-ad41-5772f4ac8b18,http://cch2.org/portal/collections/individual/index.php?occid=3212540
3217133,UCJEPS,,,PreservedSpecimen,adb93a83-6453-4f5b-8d2d-8ed23f469a83,JEPS21153,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"N. French",,757,1936-03-20,1936,3,20,80,,"Mar 20 1936",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Santa Barbara",,"two and one half mi sw Spanish Ranch; McKittrick Quad., Santa Barbara Natl For, sw Spanish Ranch",,0,,35.0238,-120.0327,NAD27,4828,,,,trs2LL,,,762,,,,,"2500 ft",,,,"2012-05-29 16:22:57",adb93a83-6453-4f5b-8d2d-8ed23f469a83,46,urn:uuid:32f0da7f-6eee-464f-99b6-98110e66c76c,http://cch2.org/portal/collections/individual/index.php?occid=3217133
3218609,UCJEPS,,,PreservedSpecimen,3071292f-e2b4-4fd2-a970-85ffd56e05e2,JEPS1793,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"L. M. Newlon",,467,1922-04-07,1922,4,7,97,,"Apr 7 1922","county supplied by Wetherwax; ""V.D."" inked in on lower left corner label",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"San Bernardino",,"3 mi sw Hesperia (Mohave Desert); , sw of Hesperia",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-30 08:05:39",3071292f-e2b4-4fd2-a970-85ffd56e05e2,46,urn:uuid:9ad5211c-1928-471b-9abe-c2f16eef29b7,http://cch2.org/portal/collections/individual/index.php?occid=3218609
3218819,UCJEPS,,,PreservedSpecimen,b78de23c-d718-4a87-8f10-36e3a6be44b5,JEPS1884,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H. E. Parks, Joseph P. Tracy",,12025,1933-04-22,1933,4,22,112,,"Apr 22 1933",,"Coast Bluffs",,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,"Del Norte",,"Coast Bluffs 5 mi s Crescent City; Coast Bluffs 5 mi s of Crescent City",,0,,41.749508,-124.194595,NAD27,1622,,,,"Terrain Navigator, inferred",,,152,,,,,"500 ft",,,,"2012-05-30 08:24:58",b78de23c-d718-4a87-8f10-36e3a6be44b5,46,urn:uuid:ff5276c0-1f4b-4ffc-a056-d72e94084e5e,http://cch2.org/portal/collections/individual/index.php?occid=3218819
3219940,UCJEPS,,,PreservedSpecimen,0c6eb4f5-74ff-46eb-b8e8-9fddef6ba61e,UC1021938,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Rolf Y. Berg",,,1954-04-15,1954,4,15,105,,"Apr 15 1954",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Placer,,"Auburn-Folsom Road eight mi s Auburn; s of Auburn",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-30 21:07:41",0c6eb4f5-74ff-46eb-b8e8-9fddef6ba61e,46,urn:uuid:7df2c93d-46cb-4aa4-be69-52e21e1f1f5c,http://cch2.org/portal/collections/individual/index.php?occid=3219940
3223198,UCJEPS,,,PreservedSpecimen,691820f8-aa7d-4d5e-b3fd-f88da82752b4,UC24208,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"H. M. Hall",,2701,1902-03-04,1902,3,4,63,,"Mar 4 1902",,,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Alameda,,"San Leandro Creek San Francisco Bay Region, San Leandro Creek",,0,,37.74299,-122.07432,NAD27,17020,,,,"Terrain Navigator 5.03 1:24000",,,,,,,,,,,,"2012-05-31 17:20:53",691820f8-aa7d-4d5e-b3fd-f88da82752b4,46,urn:uuid:231439cc-02a5-4c16-9719-cb5ac934e1f6,http://cch2.org/portal/collections/individual/index.php?occid=3223198
3223700,UCJEPS,,,PreservedSpecimen,df65ff74-b9d9-4376-bf63-36e7cdf7eb91,UC444997,,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"E. B. Copeland",,,1931-04-01,1931,4,1,91,120,"April 1931","date as ""April. 1931",,,,,,,,,Flowering/Fruiting,,,,,,,"United States",California,Kern,,"Greenhorn Mts.--foot. toward Porterville",,0,,,,,,,,,,,,,,,,,,,,,"2012-05-31 18:18:01",df65ff74-b9d9-4376-bf63-36e7cdf7eb91,46,urn:uuid:342a9a75-2603-424a-863f-8a5d86233c7e,http://cch2.org/portal/collections/individual/index.php?occid=3223700
